ISIN_NO,Lender,Eligibile Percentage,Security/Scheme Category,Instrument Type,AMC code,AMC Name,Security/Scheme Name,Scheme Type,Allowed,Status,Remark
INF917K01A80,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45378,L&T Mutual Fund,L&T Focused Equity Fund Direct Plan - IDCW,Equity,1,,
INF917K01A98,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45378,L&T Mutual Fund,L&T Focused Equity Fund Direct Plan - Growth,Equity,1,,
INF917K01A72,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45378,L&T Mutual Fund,L&T Focused Equity Fund Direct Plan - IDCW Payout,Equity,1,,
INF174V01515,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y42Y09,Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Unnati Yojana - Direct - IDCW,Equity,1,,
INF174V01507,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y42Y09,Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Unnati Yojana - Direct - Growth,Equity,1,,
INF174V01523,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y42Y09,Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Unnati Yojana - Direct - IDCW Payout,Equity,1,,
INF174V01481,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y42Y09,Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Unnati Yojana - Regular - IDCW,Equity,1,,
INF174V01473,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y42Y09,Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Unnati Yojana - Regular - Growth,Equity,1,,
INF174V01499,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y42Y09,Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Unnati Yojana - Regular - IDCW Payout,Equity,1,,
INF174V01AH5,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4857Y,Mahindra Manulife Mutual Fund,Mahindra Manulife Focused Equity Yojana - Direct - IDCW,Equity,1,,
INF174V01AG7,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4857Y,Mahindra Manulife Mutual Fund,Mahindra Manulife Focused Equity Yojana - Direct - Growth,Equity,1,,
INF174V01AI3,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4857Y,Mahindra Manulife Mutual Fund,Mahindra Manulife Focused Equity Yojana - Direct - IDCW Payout,Equity,1,,
INF174V01AE2,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4857Y,Mahindra Manulife Mutual Fund,Mahindra Manulife Focused Equity Yojana - Regular - IDCW,Equity,1,,
INF174V01AD4,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4857Y,Mahindra Manulife Mutual Fund,Mahindra Manulife Focused Equity Yojana - Regular - Growth,Equity,1,,
INF174V01AF9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4857Y,Mahindra Manulife Mutual Fund,Mahindra Manulife Focused Equity Yojana - Regular - IDCW Payout,Equity,1,,
INF200K01396,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y02756,SBI Mutual Fund,SBI Focused Equity Fund - Regular Plan - IDCW,Equity,1,,
INF200K01388,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y02756,SBI Mutual Fund,SBI Focused Equity Fund - Regular Plan - IDCW Payout,Equity,1,,
INF200K01370,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y02756,SBI Mutual Fund,SBI Focused Equity Fund Regular Growth,Equity,1,,
INF200K01586,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y0294Y,SBI Mutual Fund,SBI Magnum MidCap Fund - Regular Plan - IDCW,Equity,1,,
INF200K01578,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y0294Y,SBI Mutual Fund,SBI Magnum MidCap Fund - Regular Plan - IDCW Payout,Equity,1,,
INF200K01560,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y0294Y,SBI Mutual Fund,SBI Magnum MidCap Fund - Regular Plan - Growth,Equity,1,,
INF200K01T44,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y25494,SBI Mutual Fund,SBI Small Cap Fund - Regular Plan - IDCW,Equity,1,,
INF200K01T36,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y25494,SBI Mutual Fund,SBI Small Cap Fund - Regular Plan - IDCW Payout,Equity,1,,
INF200K01T28,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y25494,SBI Mutual Fund,SBI Small Cap Fund Regular Growth,Equity,1,,
INF200KA1T96,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y48762,SBI Mutual Fund,SBI International Access- US Equity FoF Regular Plan Growth,Equity,1,,
INF200K01TO7,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y0294Y,SBI Mutual Fund,SBI Magnum MidCap Fund - Direct Plan - IDCW,Equity,1,,
INF200K01TP4,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y0294Y,SBI Mutual Fund,SBI Magnum MidCap Fund - Direct Plan - Growth,Equity,1,,
INF200K01T77,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y25494,SBI Mutual Fund,SBI Small Cap Fund - Direct Plan - IDCW,Equity,1,,
INF200K01T51,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y25494,SBI Mutual Fund,SBI Small Cap Fund Direct Growth,Equity,1,,
INF200K01T69,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y25494,SBI Mutual Fund,SBI Small Cap Fund - Direct Plan - IDCW Payout,Equity,1,,
INF200K01TN9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y0294Y,SBI Mutual Fund,SBI Magnum MidCap Fund - Direct Plan - IDCW Payout,Equity,1,,
INF277K011Y0,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47760,Tata Mutual Fund,Tata Focused Equity Fund Regular Plan IDCW,Equity,1,,
INF277K012Y8,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47760,Tata Mutual Fund,Tata Focused Equity Fund Regular Plan IDCW Payout,Equity,1,,
INF277K019X5,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47760,Tata Mutual Fund,Tata Focused Equity Fund Direct Plan IDCW Payout,Equity,1,,
INF277K010Y2,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47760,Tata Mutual Fund,Tata Focused Equity Fund Regular Plan Growth,Equity,1,,
INF277K017X9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47760,Tata Mutual Fund,Tata Focused Equity Fund Direct Plan Growth,Equity,1,,
INF277K01642,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y02328,Tata Mutual Fund,Tata Mid Cap Growth Fund Regular Plan - IDCW,Equity,1,,
INF277K01626,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y02328,Tata Mutual Fund,Tata Mid Cap Growth Fund Regular Plan - Growth(Appreciation),Equity,1,,
INF277K013Z3,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y48050,Tata Mutual Fund,Tata Multi Asset Opportunities Fund - Regular Plan - IDCW,Equity,1,,
INF277K014Z1,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y48050,Tata Mutual Fund,Tata Multi Asset Opportunities Fund - Regular Plan - IDCW Payout,Equity,1,,
INF277K011Z7,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y48050,Tata Mutual Fund,Tata Multi Asset Opportunities Fund - Direct Plan - IDCW Payout,Equity,1,,
INF277K010Z9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y48050,Tata Mutual Fund,Tata Multi Asset Opportunities Fund - Direct Plan - IDCW,Equity,1,,
INF277K012Z5,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y48050,Tata Mutual Fund,Tata Multi Asset Opportunities Fund - Regular Plan - Growth,Equity,1,,
INF277K019Y3,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y48050,Tata Mutual Fund,Tata Multi Asset Opportunities Fund - Direct Plan - Growth,Equity,1,,
INF277K013O7,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45208,Tata Mutual Fund,Tata Small Cap Fund - Direct Plan - IDCW Payout,Equity,1,,
INF277K016O0,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45208,Tata Mutual Fund,TATA Small Cap Fund - Regular Plan - IDCW,Equity,1,,
INF277K017O8,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45208,Tata Mutual Fund,TATA Small Cap Fund - Regular Plan - IDCW Payout,Equity,1,,
INF277K012O9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45208,Tata Mutual Fund,Tata Small Cap Fund - Direct Plan - IDCW,Equity,1,,
INF277K015O2,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45208,Tata Mutual Fund,Tata Small Cap Fund - Regular Plan - Growth,Equity,1,,
INF277K011O1,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y45208,Tata Mutual Fund,Tata Small Cap Fund - Direct Plan - Growth,Equity,1,,
INF582M01FY2,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Regular Plan - IDCW Payout Option,Equity,1,,
INF582M01FU0,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Direct Plan - IDCW Payout Option,Equity,1,,
INF582M01FX4,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Regular Plan - IDCW Reinvestment Option,Equity,1,,
INF582M01FT2,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Direct Plan - IDCW Reinvestment Option,Equity,1,,
INF582M01FZ9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Regular Plan - IDCW Transfer Option,Equity,1,,
INF582M01FV8,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Direct Plan - IDCW Transfer,Equity,1,,
INF582M01FW6,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Regular Plan - Growth Option,Equity,1,,
INF582M01FS4,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y47490,Union Mutual Fund,Union Focused Fund Direct Plan - Growth Option,Equity,1,,
INF582M01GK9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Direct Plan - IDCW Payout,Equity,1,,
INF582M01GJ1,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Direct Plan - IDCW Reinvestment,Equity,1,,
INF582M01GL7,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Direct Plan - IDCW Transfer,Equity,1,,
INF582M01GI3,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Direct Plan - Growth,Equity,1,,
INF582M01GO1,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Regular Plan - IDCW Payout,Equity,1,,
INF582M01GN3,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Regular Plan - IDCW Reinvestment,Equity,1,,
INF582M01GP8,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Regular Plan - IDCW Transfer Option,Equity,1,,
INF582M01GM5,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y4807Y,Union Mutual Fund,Union Midcap Fund - Regular Plan - Growth,Equity,1,,
INF582M01BY1,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund Regular Plan - Growth,Equity,1,,
INF582M01BU9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund Direct Plan-Growth,Equity,1,,
INF582M01CA9,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund Regular Plan-IDCW Payout,Equity,1,,
INF582M01BW5,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund Direct Plan-IDCW Payout,Equity,1,,
INF582M01BZ8,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund Regular Plan-IDCW Reinvestment,Equity,1,,
INF582M01BV7,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund Direct Plan-IDCW Reinvestment,Equity,1,,
INF582M01BX3,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund - Direct Plan - Transfer of IDCW Option,Equity,1,,
INF582M01CB7,Choice Finserv,30,Cat C_Choice Finserv,Mutual Fund,Y29647,Union Mutual Fund,Union Small Cap Fund - Regular Plan - Transfer of IDCW Option,Equity,1,,
INF209KA1K54,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y34383,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - IDCW. REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),Debt,1,,
INF209KA1K47,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y34383,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Gr. REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),Debt,1,,
INF209KA1K62,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y34383,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - IDCW. Reinv. REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),Debt,1,,
INF209KA1K70,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y34383,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Bonus REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),Debt,1,,
INF209KA1K96,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y34383,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - IDCW. DIRECT (formerly known as Aditya Birla Sun Life Corporate Bond),Debt,1,,
INF209KA1K88,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y34383,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Gr. DIRECT (formerly known as Aditya Birla Sun Life Corporate Bond),Debt,1,,
INF740K01599,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y0Y837,DSP Mutual Fund,DSP Credit Risk Fund - Regular Plan - Growth,Debt,1,,
INF740K01581,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y0Y837,DSP Mutual Fund,DSP Credit Risk Fund - Regular Plan - IDCW,Debt,1,,
INF179KA1GD8,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y28053,HDFC Mutual Fund,HDFC Credit Risk Debt Fund - Regular Plan - Quarterly IDCW,Debt,1,,
INF179KA1GA4,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y28053,HDFC Mutual Fund,HDFC Credit Risk Debt Fund- Direct - Quarterly IDCW,Debt,1,,
INF179KA1GC0,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y28053,HDFC Mutual Fund,HDFC Credit Risk Debt Fund - Regular Plan - Growth,Debt,1,,
INF179KA1GE6,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y28053,HDFC Mutual Fund,HDFC Credit Risk Debt Fund - Regular Plan - Quarterly IDCW Reinvestment,Debt,1,,
INF179KA1GB2,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y28053,HDFC Mutual Fund,HDFC Credit Risk Debt Fund- Direct - Quarterly IDCW Reinvestment,Debt,1,,
INF109K01GU4,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Growth,Debt,1,,
INF109K01GW0,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Quarterly IDCW,Debt,1,,
INF109K01GV2,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Quarterly IDCW Payout,Debt,1,,
INF109K01GY6,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Half Yearly IDCW,Debt,1,,
INF109K01GX8,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Half Yearly IDCW Payout,Debt,1,,
INF109K01357,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,Debt,1,,
INF109K01373,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Institutional Half Yearly IDCW,Debt,1,,
INF109K01EW5,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Institutional Half Yearly IDCW Payout,Debt,1,,
INF109K01381,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Institutional Quarterly IDCW,Debt,1,,
INF109K01EX3,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW Payout,Debt,1,,
INF109K01399,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,Debt,1,,
INF109K01EZ8,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Quarterly IDCW Payout,Debt,1,,
INF109K01365,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Growth,Debt,1,,
INF109K01407,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Institutional Growth,Debt,1,,
INF109K019L4,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW,Debt,1,,
INF109K018L6,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW Payout,Debt,1,,
INF109K017L8,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,Debt,1,,
INF109K01V00,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,Debt,1,,
INF109K01V42,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,Debt,1,,
INF109K01V34,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW Payout,Debt,1,,
INF109K01V26,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,Debt,1,,
INF109K01V18,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY4239,ICICI Prudential Mutual Fund,ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW Payout,Debt,1,,
INF109K01EY1,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y00365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Bond Fund - Institutional Quarterly IDCW Payout,Debt,1,,
INF194KA1W39,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y40609,IDFC Mutual Fund,IDFC Credit Risk Fund-Regular Plan -Growth,Debt,1,,
INF194KA1W05,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y40609,IDFC Mutual Fund,IDFC Credit Risk Fund-Regular Plan -Annual IDCW,Debt,1,,
INF194KA1W13,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y40609,IDFC Mutual Fund,IDFC Credit Risk Fund-Regular Plan -Annual IDCW Reinvestment-EXCH,Debt,1,,
INF194KA1W70,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y40609,IDFC Mutual Fund,IDFC Credit Risk Fund-Direct Plan-Quarterly IDCW,Debt,1,,
INF194KA1W88,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y40609,IDFC Mutual Fund,IDFC Credit Risk Fund-Direct Plan-Quarterly IDCW Reinvestment-EXCH,Debt,1,,
INF194KA1W47,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y40609,IDFC Mutual Fund,IDFC Credit Risk Fund-Direct Plan-Periodic IDCW,Debt,1,,
INF194KA1W54,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y40609,IDFC Mutual Fund,IDFC Credit Risk Fund-Direct Plan-Periodic IDCW Reinvestment-EXCH,Debt,1,,
INF174K01DY7,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund - Growth (Regular Plan) (Erstwhile Kotak Income Opp.),Debt,1,,
INF174K01DZ4,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund Weekly - IDCW(Regular Plan) (Erstwhile Kotak Income Opp.),Debt,1,,
INF174K01EB3,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund Monthly - IDCW(Regular Plan) (Erstwhile Kotak Income Opp.),Debt,1,,
INF174K01EC1,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund Monthly -IDCW (Regular Plan) (Erstwhile Kotak Income Opp.),Debt,1,,
INF174K01ED9,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund Qtrly - IDCW(Regular Plan) (Erstwhile Kotak Income Opp.),Debt,1,,
INF174K01EE7,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund Qtrly - IDCW (Regular Plan) (Erstwhile Kotak Income Opp.),Debt,1,,
INF174K01EF4,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund - Regular Plan Payout IDCW,Debt,1,,
INF174K01EG2,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY77Y6,Kotak Mutual Fund,Kotak Credit Risk Fund - Regular Plan IDCW,Debt,1,,
INF174KA1IO6,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y49862,Kotak Mutual Fund,Kotak Nifty SDL APR 2032 top Y2 Equal Weight Index Fund Regular Plan - Growth,Debt,1,,
INF174KA1IR9,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y49862,Kotak Mutual Fund,Kotak Nifty SDL APR 2032 top Y2 Equal Weight Index Fund Direct Plan - Growth,Debt,1,,
INF174KA1IQ1,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y49862,Kotak Mutual Fund,Kotak Nifty SDL APR 2032 top Y2 Equal Weight Index Fund Regular Plan - IDCW,Debt,1,,
INF174KA1IT5,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y49862,Kotak Mutual Fund,Kotak Nifty SDL APR 2032 top Y2 Equal Weight Index Fund Direct Plan - IDCW,Debt,1,,
INF174KA1IS7,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y49862,Kotak Mutual Fund,Kotak Nifty SDL APR 2032 top Y2 Equal Weight Index Fund Direct Plan - IDCW,Debt,1,,
INF174KA1IP3,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y49862,Kotak Mutual Fund,Kotak Nifty SDL APR 2032 top Y2 Equal Weight Index Fund Regular Plan - IDCW,Debt,1,,
INF917K01122,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY2632,L&T Mutual Fund,L&T Credit Risk Fund - IDCW,Debt,1,,
INF917K01E29,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY2632,L&T Mutual Fund,L&T Credit Risk Fund Direct Plan - IDCW Payout,Debt,1,,
INF917K01114,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY2632,L&T Mutual Fund,L&T Credit Risk Fund - IDCW Payout,Debt,1,,
INF917K01130,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,YY2632,L&T Mutual Fund,L&T Credit Risk Fund - Growth,Debt,1,,
INF200K01701,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y02505,SBI Mutual Fund,SBI Credit Risk Fund - Regular Plan - IDCW,Debt,1,,
INF200K01693,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y02505,SBI Mutual Fund,SBI Credit Risk Fund - Regular Plan - IDCW Payout,Debt,1,,
INF200K01685,Choice Finserv,50,Cat D_Choice Finserv,Mutual Fund,Y02505,SBI Mutual Fund,SBI Credit Risk Fund Regular Growth,Debt,1,,
INF209K011W7,Choice Finserv,20,Cat D_Choice Finserv,Mutual Fund,Y25595,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking And Financial Services Fund - Gr. REGULAR,Equity,1,,
INF209K012W5,Choice Finserv,20,Cat D_Choice Finserv,Mutual Fund,Y25595,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking And Financial Services Fund - IDCW. Reinv. REGULAR,Equity,1,,
INF209K013W3,Choice Finserv,20,Cat D_Choice Finserv,Mutual Fund,Y25595,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking And Financial Services Fund - IDCW. DIRECT,Equity,1,,
INF209K014W1,Choice Finserv,20,Cat D_Choice Finserv,Mutual Fund,Y25595,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking And Financial Services Fund - Gr. DIRECT,Equity,1,,
INF209K015W8,Choice Finserv,20,Cat D_Choice Finserv,Mutual Fund,Y25595,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking And Financial Services Fund - IDCW. Reinv. DIRECT,Equity,1,,
