"ISIN","AMC code","Scheme Name","AMC Name","AMC Image"
"INF109K01ES3","P","ICICI Prudential Bond Fund- Institutional Monthly Dividend","ICICI Prudential Mutual Fund",""
"INF109K01BS9","P","ICICI PRUDENTIAL BOND FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01BP5","P","ICICI PRUDENTIAL BOND FUND - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01BT7","P","ICICI PRUDENTIAL BOND FUND - INSTITUTIONAL QUARTERLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01BR1","P","ICICI PRUDENTIAL BOND FUND - INSTITUTIONAL MONTHLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01BQ3","P","ICICI PRUDENTIAL BOND FUND - INSTITUTIONAL GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01EV7","P","ICICI Prudential Bond Fund - IDCW Quarterly","ICICI Prudential Mutual Fund",""
"INF109K01EU9","P","ICICI Prudential Bond Fund - IDCW Monthly","ICICI Prudential Mutual Fund",""
"INF109KA1X44","P","ICICI PRUDENTIAL BOND FUND - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1X51","P","ICICI Prudential Bond Fund - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01BO8","P","ICICI PRUDENTIAL BOND FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01V91","P","ICICI PRUDENTIAL BOND FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01V67","P","ICICI PRUDENTIAL BOND FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01V75","P","ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly","ICICI Prudential Mutual Fund",""
"INF109K01V59","P","ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly","ICICI Prudential Mutual Fund",""
"INF109KA1X69","P","ICICI PRUDENTIAL BOND FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1X77","P","ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01V83","P","ICICI PRUDENTIAL BOND FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01BM2","P","ICICI PRUDENTIAL BLUECHIP FUND - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01BL4","P","ICICI PRUDENTIAL BLUECHIP FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K016L0","P","ICICI PRUDENTIAL BLUECHIP FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01WW7","P","ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend","ICICI Prudential Mutual Fund",""
"INF109KA1M70","P","ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option","ICICI Prudential Mutual Fund",""
"INF109K01RU1","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01YD3","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01YE1","P","ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109KA1M62","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01RT3","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109KA1M96","P","ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option","ICICI Prudential Mutual Fund",""
"INF109K014A8","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K012A2","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1M88","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K010A6","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01Z97","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - DIRECT PLAN - DAILY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K013A0","P","ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K011A4","P","ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01Z89","P","ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW","ICICI Prudential Mutual Fund",""
"INF109K01RV9","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - DAILY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1B57","P","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109K01WR7","P","ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01WS5","P","ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW","ICICI Prudential Mutual Fund",""
"INF109K01BU5","P","ICICI PRUDENTIAL BANKING AND FINANCIAL SERVICES FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K017W5","P","ICICI PRUDENTIAL BALANCED ADVANTAGE FUND - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GH1","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND RETAIL - QUARTERLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GG3","P","ICICI Prudential All Seasons Bond Fund Retail - Quarterly Dividend","ICICI Prudential Mutual Fund",""
"INF109K01712","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND RETAIL - CUMULATIVE","ICICI Prudential Mutual Fund",""
"INF109K01GM1","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND PREMIUM - CUMULATIVE","ICICI Prudential Mutual Fund",""
"INF109K01704","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01FD2","P","ICICI Prudential All Seasons Bond Fund - Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01GF5","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GE8","P","ICICI Prudential All Seasons Bond Fund - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01GL3","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GK5","P","ICICI Prudential All Seasons Bond Fund - IDCW","ICICI Prudential Mutual Fund",""
"INF109K01GN9","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109KA1H28","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN BONUS","ICICI Prudential Mutual Fund",""
"INF109K010F5","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K019E9","P","ICICI Prudential All Seasons Bond Fund - Direct Plan - Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K018E1","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K017E3","P","ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K015E7","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K014E0","P","ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW","ICICI Prudential Mutual Fund",""
"INF109K016E5","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K013E2","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN - ANNUAL IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K012E4","P","ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109KA1H36","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109K01GP4","P","ICICI PRUDENTIAL ALL SEASONS BOND FUND - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GO7","P","ICICI Prudential All Seasons Bond Fund - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01II5","P","BANKING AND PSU DEBT RETAIL GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01373","P","ICICI Pru Long Term Bond Fund - Inst (IDCW)-10114","ICICI Prudential Mutual Fund",""
"INF109K01JM5","P","ICICI Pru Banking & PSU Debt Fund Retail (IDCW-D)-11551","ICICI Prudential Mutual Fund",""
"INF109K01BY7","P","ICICI Pru Savings Fund - Retail (IDCW-W)-10362","ICICI Prudential Mutual Fund",""
"INF277K012Z5","T","TATA MULTI ASSET OPPORTUNITIES FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K019Y3","T","TATA MULTI ASSET OPPORTUNITIES FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K013Z3","T","TATA MULTI ASSET OPPORTUNITIES FUND - REGULAR PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K010Z9","T","TATA MULTI ASSET OPPORTUNITIES FUND - DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01FI6","T","TATA RETIREMENT SAVINGS FUND - CONSERVATIVE PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01QM5","T","TATA RETIREMENT SAVINGS FUND - CONSERVATIVE DIRECT PLAN - GROWTH","Tata Mutual Fund",""
"INF277K015O2","T","TATA SMALL CAP FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K011O1","T","TATA SMALL CAP FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K016O0","T","TATA SMALL CAP FUND - REGULAR PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K012O9","T","TATA SMALL CAP FUND - DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01FG0","T","TATA RETIREMENT SAVINGS FUND - PROGRESSIVE PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01QO1","T","TATA RETIREMENT SAVINGS FUND - PROGRESSIVE DIRECT PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01FH8","T","TATA RETIREMENT SAVINGS FUND - MODERATE PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01QN3","T","TATA RETIREMENT SAVINGS FUND - MODERATE DIRECT PLAN - GROWTH","Tata Mutual Fund",""
"INF277K012B6","T","TATA RESOURCES AND ENERGY FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K015B9","T","TATA RESOURCES AND ENERGY FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K016Y9","T","TATA QUANT FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K013Y6","T","TATA QUANT FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K017Y7","T","TATA QUANT FUND - REGULAR PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K014Y4","T","TATA QUANT FUND - DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01626","T","TATA MID CAP GROWTH FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01642","T","TATA MID CAP GROWTH FUND REGULAR PLAN - IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01PY2","T","TATA MID CAP GROWTH FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01PX4","T","TATA MID CAP GROWTH FUND DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01923","T","TATA LARGE CAP FUND REGULAR IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01931","T","TATA LARGE CAP FUND REGULAR GROWTH","Tata Mutual Fund",""
"INF277K01QY0","T","TATA LARGE CAP FUND DIRECT PLAN IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01QZ7","T","TATA LARGE CAP FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01428","T","TATA LARGE AND MID CAP FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01410","T","TATA LARGE AND MID CAP FUND REGULAR PLAN - IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01MK8","T","TATA LARGE AND MID CAP FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01MJ0","T","TATA LARGE AND MID CAP FUND DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01782","T","TATA INFRASTRUCTURE FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01774","T","TATA INFRASTRUCTURE FUND REGULAR PLAN - IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01PQ8","T","TATA INFRASTRUCTURE FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01PP0","T","TATA INFRASTRUCTURE FUND DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K016A9","T","TATA INDIA PHARMA AND HEALTHCARE FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K019A3","T","TATA INDIA PHARMA AND HEALTHCARE FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K013A6","T","TATA INDIA CONSUMER FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01758","T","TATA INDEX FUND SENSEX - REGULAR PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01PK1","T","TATA INDEX FUND SENSEX - DIRECT PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01PJ3","T","TATA INDEX FUND NIFTY - DIRECT PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01741","T","TATA INDEX FUND NIFTY  - REGULAR PLAN - GROWTH","Tata Mutual Fund",""
"INF277K01303","T","TATA HYBRID EQUITY FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01295","T","TATA HYBRID EQUITY FUND REGULAR PLAN - PERIODIC IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01CW4","T","TATA HYBRID EQUITY FUND REGULAR PLAN - MONTHLY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01MN2","T","TATA HYBRID EQUITY FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01MM4","T","TATA HYBRID EQUITY FUND DIRECT PLAN - PERIODIC IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01MP7","T","TATA HYBRID EQUITY FUND DIRECT PLAN - MONTHLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K010Y2","T","TATA FOCUSED EQUITY FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K017X9","T","TATA FOCUSED EQUITY FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K011Y0","T","TATA FOCUSED EQUITY FUND - REGULAR PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K018X7","T","TATA FOCUSED EQUITY FUND - DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K019K2","T","TATA FLEXI CAP FUND - REGULAR PLAN - GROWTH","Tata Mutual Fund",""
"INF277K015K0","T","TATA FLEXI CAP FUND - DIRECT PLAN - GROWTH OPTION","Tata Mutual Fund",""
"INF277K01956","T","TATA ETHICAL FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01949","T","TATA ETHICAL FUND REGULAR PLAN - IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01NG4","T","TATA ETHICAL FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01NF6","T","TATA ETHICAL FUND DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01907","T","TATA EQUITY SAVINGS FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01915","T","TATA EQUITY SAVINGS FUND REGULAR PLAN - PERIODIC IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01899","T","TATA EQUITY SAVINGS FUND REGULAR PLAN - MONTHLY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01QH5","T","TATA EQUITY SAVINGS FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01QL7","T","TATA EQUITY SAVINGS FUND DIRECT PLAN - PERIODIC IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01QJ1","T","TATA EQUITY SAVINGS FUND DIRECT PLAN - MONTHLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01451","T","TATA EQUITY P/E FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01444","T","TATA EQUITY P/E FUND REGULAR PLAN - IDCW TRIGGER B (10%) REINVESTMENT","Tata Mutual Fund",""
"INF277K01436","T","TATA EQUITY P/E FUND REGULAR PLAN - IDCW TRIGGER A (5%) REINVESTMENT","Tata Mutual Fund",""
"INF277K01ND1","T","TATA EQUITY P/E FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01NC3","T","TATA EQUITY P/E FUND DIRECT PLAN - IDCW TRIGGER B (10%) PAYOUT","Tata Mutual Fund",""
"INF277K01NA7","T","TATA EQUITY P/E FUND DIRECT PLAN - IDCW TRIGGER A (5%) PAYOUT","Tata Mutual Fund",""
"INF277K01Z44","T","TATA DIGITAL INDIA FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01Z77","T","TATA DIGITAL INDIA FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01Y86","T","TATA BANKING AND FINANCIAL SERVICES FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01Z10","T","TATA BANKING AND FINANCIAL SERVICES FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K010S4","T","TATA BALANCED ADVANTAGE FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K013S8","T","TATA BALANCED ADVANTAGE FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K012S0","T","TATA BALANCED ADVANTAGE FUND - REGULAR PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K015S3","T","TATA BALANCED ADVANTAGE FUND - DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K015Q7","T","TATA ARBITRAGE FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K017Q3","T","TATA ARBITRAGE FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01DS0","T","Tata Mid Cap Growth Fund-Regular Plan - IDCW Option","Tata Mutual Fund",""
"INF277K01PW6","T","Tata Mid Cap Growth Fund - Direct Plan- IDCW Option","Tata Mutual Fund",""
"INF277K01EG3","T","Tata Large Cap Fund- Regular Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01QX2","T","Tata Large Cap Fund- Direct Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01DH3","T","Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01MI2","T","Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01DY8","T","TATA Infrastructure Fund Regular Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01PO3","T","Tata Infrastructure Fund- Direct Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K017A7","T","TATA India Pharma & Health Care Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K010B0","T","TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K011A0","T","TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K014A4","T","TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K01DB6","T","Tata Hybrid Equity Fund- Regular Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01CS2","T","Tata Hybrid Equity Fund- Regular Plan - Monthly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01ML6","T","Tata Hybrid Equity Fund- Direct Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01MO0","T","Tata Hybrid Equity Fund- Direct Plan - Monthly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K011L7","T","TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K017K6","T","TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K01EH1","T","Tata Ethical Fund- Regular Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01NE9","T","Tata Ethical Fund- Direct Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01DJ9","T","Tata Equity P/E Fund Regular Plan - Payout of IDCW-Option B(10%)","Tata Mutual Fund",""
"INF277K01MZ6","T","Tata Equity P/E Fund- Direct Plan -Payout of IDCW-Option A(5%)","Tata Mutual Fund",""
"INF277K01NB5","T","Tata Equity P/E Fund- Direct Plan - Payout of IDCW -Option B(10%)","Tata Mutual Fund",""
"INF277K01DI1","T","Tata Equity P/E Fund - Regular Plan - Payout of IDCW-Option A(5%)","Tata Mutual Fund",""
"INF277K01Z51","T","TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K01Z85","T","TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K01Y94","T","TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K01Z28","T","TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K016Q5","T","TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K018Q1","T","TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K01I60","T","TATA INDIA TAX SAVINGS FUND-REGULAR PLAN-IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01I52","T","TATA INDIA TAX SAVINGS FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01I94","T","TATA INDIA TAX SAVINGS FUND DIRECT PLAN IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01I86","T","TATA INDIA TAX SAVINGS FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K016S1","T","TATA ULTRA SHORT TERM FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K011T0","T","TATA ULTRA SHORT TERM FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K010T2","T","TATA ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K018S7","T","TATA ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K015T1","T","TATA ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K013T6","T","TATA ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01MA9","T","TATA TREASURY ADVANTAGE FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01MB7","T","TATA TREASURY ADVANTAGE FUND REGULAR PLAN - WEEKLY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01MD3","T","TATA TREASURY ADVANTAGE FUND REGULAR PLAN - WEEKLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01ME1","T","TATA TREASURY ADVANTAGE FUND REGULAR PLAN - PERIODIC IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01LZ8","T","TATA TREASURY ADVANTAGE FUND REGULAR PLAN - DAILY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01OM0","T","TATA TREASURY ADVANTAGE FUND DIRECT PLAN- PERIODIC IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01OK4","T","TATA TREASURY ADVANTAGE FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K010C8","T","TATA TREASURY ADVANTAGE FUND DIRECT PLAN - WEEKLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K018B3","T","TATA TREASURY ADVANTAGE FUND DIRECT PLAN - DAILY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01972","T","TATA SHORT TERM BOND FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01P20","T","TATA SHORT TERM BOND FUND REGULAR PLAN - PERIODIC IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01964","T","TATA SHORT TERM BOND FUND REGULAR PLAN - MONTHLY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01P46","T","TATA SHORT TERM BOND FUND DIRECT PLAN PERIODIC IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01QR4","T","TATA SHORT TERM BOND FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01QQ6","T","TATA SHORT TERM BOND FUND DIRECT PLAN - MONTHLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K014C0","T","TATA MONEY MARKET REGULAR PLAN DAILY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01LQ7","T","TATA MONEY MARKET FUND REG PLAN GROWTH","Tata Mutual Fund",""
"INF277K01PR6","T","TATA MONEY MARKET FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K011C6","T","TATA MONEY MARKET DIRECT PLAN - DAILY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01717","T","TATA MEDIUM TERM FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01709","T","TATA MEDIUM TERM FUND REGULAR PLAN - IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01PH7","T","TATA MEDIUM TERM FUND DIRECT PLAN- IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01PI5","T","TATA MEDIUM TERM FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01659","T","TATA INCOME FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01667","T","TATA INCOME FUND REGULAR PLAN - PERIODIC IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01675","T","TATA INCOME FUND REGULAR PLAN - HALF YEARLY IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01OY5","T","TATA INCOME FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
