ISIN,Security/Scheme Name,Price/NAV,Segment,NSE Symbol,Instrument Type,Token ID,Scheme Type
INF109K019M2,ICICI Prudential MidCap Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1U50,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF109KC1U76,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF109KC1U68,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF109K01AL6,ICICI Prudential MidCap Fund - IDCW,,,,Mutual Fund,,Equity
INF109K01EH6,ICICI Prudential MidCap Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF109K01AM4,ICICI Prudential MidCap Fund Institutional Option - I,,,,Mutual Fund,,Equity
INF109K01AN2,ICICI Prudential MidCap Fund - Growth,,,,Mutual Fund,,Equity
INF194K01466,IDFC Focused Equity Fund-Growth-(Regular Plan),,,,Mutual Fund,,Equity
INF194K01474,IDFC Focused Equity Fund-IDCW-(Regular Plan),,,,Mutual Fund,,Equity
INF194K01482,IDFC Focused Equity Fund-IDCW-(Regular Plan)-Reinv-Exch,,,,Mutual Fund,,Equity
INF194KB1AJ8,IDFC Emerging Businesses Fund Regular Plan-Growth,,,,Mutual Fund,,Equity
INF194KB1AK6,IDFC Emerging Businesses Fund Regular Plan-IDCW,,,,Mutual Fund,,Equity
INF194KB1AL4,IDFC Emerging Businesses Fund Direct Plan-Growth,,,,Mutual Fund,,Equity
INF194KB1AM2,IDFC Emerging Businesses Fund Direct Plan-IDCW,,,,Mutual Fund,,Equity
INF579M01886,IIFL Focused Equity Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF579M01894,IIFL Focused Equity Fund - Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF579M01878,IIFL Focused Equity Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF174K01211,Kotak Small Cap Fund - Growth (Regular Plan) (Erstwhile Kotak Mid-Cap),,,,Mutual Fund,,Equity
INF174K01229,Kotak Small Cap Fund-IDCW (Regular Plan) (Erstwhile Kotak Mid-Cap),,,,Mutual Fund,,Equity
INF174K01237,Kotak Small Cap Fund - IDCW (Regular Plan) (Erstwhile Kotak Mid-Cap),,,,Mutual Fund,,Equity
INF174K01DS9,Kotak Emerging Equity Fund-Growth (Regular Plan),,,,Mutual Fund,,Equity
INF174K01DT7,Kotak Emerging Equity Fund- IDCW(Regular Plan),,,,Mutual Fund,,Equity
INF174K01DU5,Kotak Emerging Equity Fund - IDCW (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1EK3,Kotak Focused Equity Fund Growth (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1EN7,Kotak Focused Equity Fund Direct - Growth,,,,Mutual Fund,,Equity
INF174KA1EL1,Kotak Focused Equity Fund- IDCW(Regular Plan),,,,Mutual Fund,,Equity
INF174KA1EO5,Kotak Focused Equity Fund Direct - IDCW,,,,Mutual Fund,,Equity
INF174KA1EP2,Kotak Focused Equity Fund Direct - IDCW,,,,Mutual Fund,,Equity
INF174KA1EM9,Kotak Focused Equity Fund IDCW (Regular Plan),,,,Mutual Fund,,Equity
INF917K01247,L&T Midcap Fund - IDCW,,,,Mutual Fund,,Equity
INF917K01E78,L&T Midcap Fund Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF917K01239,L&T Midcap Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF917K01254,L&T Midcap Fund - Growth,,,,Mutual Fund,,Equity
INF917K01QA1,L&T Emerging Businesses Fund Direct Growth,,,,Mutual Fund,,Equity
INF917K01QC7,L&T Emerging Businesses Fund Growth,,,,Mutual Fund,,Equity
INF917K01QB9,L&T Emerging Businesses Fund IDCW,,,,Mutual Fund,,Equity
INF917K01B22,L&T Focused Equity Fund - IDCW,,,,Mutual Fund,,Equity
INF917K01B14,L&T Focused Equity Fund - Growth,,,,Mutual Fund,,Equity
INF917K01B06,L&T Focused Equity Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF917K01A80,L&T Focused Equity Fund Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF917K01A98,L&T Focused Equity Fund Direct Plan - Growth,,,,Mutual Fund,,Equity
INF917K01A72,L&T Focused Equity Fund Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01515,Mahindra Manulife Mid Cap Unnati Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF174V01507,Mahindra Manulife Mid Cap Unnati Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01523,Mahindra Manulife Mid Cap Unnati Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01481,Mahindra Manulife Mid Cap Unnati Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01473,Mahindra Manulife Mid Cap Unnati Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01499,Mahindra Manulife Mid Cap Unnati Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01AH5,Mahindra Manulife Focused Equity Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF174V01AG7,Mahindra Manulife Focused Equity Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01AI3,Mahindra Manulife Focused Equity Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01AE2,Mahindra Manulife Focused Equity Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01AD4,Mahindra Manulife Focused Equity Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01AF9,Mahindra Manulife Focused Equity Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01396,SBI Focused Equity Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01388,SBI Focused Equity Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01370,SBI Focused Equity Fund Regular Growth,,,,Mutual Fund,,Equity
INF200K01586,SBI Magnum MidCap Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01578,SBI Magnum MidCap Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01560,SBI Magnum MidCap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF200K01T44,SBI Small Cap Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01T36,SBI Small Cap Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01T28,SBI Small Cap Fund Regular Growth,,,,Mutual Fund,,Equity
INF200KA1T96,SBI International Access- US Equity FoF Regular Plan Growth,,,,Mutual Fund,,Equity
INF200K01TO7,SBI Magnum MidCap Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01TP4,SBI Magnum MidCap Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF200K01T77,SBI Small Cap Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01T51,SBI Small Cap Fund Direct Growth,,,,Mutual Fund,,Equity
INF200K01T69,SBI Small Cap Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01TN9,SBI Magnum MidCap Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF277K011Y0,Tata Focused Equity Fund Regular Plan IDCW,,,,Mutual Fund,,Equity
INF277K012Y8,Tata Focused Equity Fund Regular Plan IDCW Payout,,,,Mutual Fund,,Equity
INF277K019X5,Tata Focused Equity Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF277K010Y2,Tata Focused Equity Fund Regular Plan Growth,,,,Mutual Fund,,Equity
INF277K017X9,Tata Focused Equity Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF277K01642,Tata Mid Cap Growth Fund Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF277K01626,Tata Mid Cap Growth Fund Regular Plan - Growth(Appreciation),,,,Mutual Fund,,Equity
INF277K013Z3,Tata Multi Asset Opportunities Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF277K014Z1,Tata Multi Asset Opportunities Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF277K011Z7,Tata Multi Asset Opportunities Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF277K010Z9,Tata Multi Asset Opportunities Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF277K012Z5,Tata Multi Asset Opportunities Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF277K019Y3,Tata Multi Asset Opportunities Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF277K013O7,Tata Small Cap Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF277K016O0,TATA Small Cap Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF277K017O8,TATA Small Cap Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF277K012O9,Tata Small Cap Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF277K015O2,Tata Small Cap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF277K011O1,Tata Small Cap Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF582M01FY2,Union Focused Fund Regular Plan - IDCW Payout Option,,,,Mutual Fund,,Equity
INF582M01FU0,Union Focused Fund Direct Plan - IDCW Payout Option,,,,Mutual Fund,,Equity
INF582M01FX4,Union Focused Fund Regular Plan - IDCW Reinvestment Option,,,,Mutual Fund,,Equity
INF582M01FT2,Union Focused Fund Direct Plan - IDCW Reinvestment Option,,,,Mutual Fund,,Equity
INF582M01FZ9,Union Focused Fund Regular Plan - IDCW Transfer Option,,,,Mutual Fund,,Equity
INF582M01FV8,Union Focused Fund Direct Plan - IDCW Transfer,,,,Mutual Fund,,Equity
INF582M01FW6,Union Focused Fund Regular Plan - Growth Option,,,,Mutual Fund,,Equity
INF582M01FS4,Union Focused Fund Direct Plan - Growth Option,,,,Mutual Fund,,Equity
INF582M01GK9,Union Midcap Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF582M01GJ1,Union Midcap Fund - Direct Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF582M01GL7,Union Midcap Fund - Direct Plan - IDCW Transfer,,,,Mutual Fund,,Equity
INF582M01GI3,Union Midcap Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF582M01GO1,Union Midcap Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF582M01GN3,Union Midcap Fund - Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF582M01GP8,Union Midcap Fund - Regular Plan - IDCW Transfer Option,,,,Mutual Fund,,Equity
INF582M01GM5,Union Midcap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF582M01BY1,Union Small Cap Fund Regular Plan - Growth,,,,Mutual Fund,,Equity
INF582M01BU9,Union Small Cap Fund Direct Plan-Growth,,,,Mutual Fund,,Equity
INF582M01CA9,Union Small Cap Fund Regular Plan-IDCW Payout,,,,Mutual Fund,,Equity
INF582M01BW5,Union Small Cap Fund Direct Plan-IDCW Payout,,,,Mutual Fund,,Equity
INF582M01BZ8,Union Small Cap Fund Regular Plan-IDCW Reinvestment,,,,Mutual Fund,,Equity
INF582M01BV7,Union Small Cap Fund Direct Plan-IDCW Reinvestment,,,,Mutual Fund,,Equity
INF582M01BX3,Union Small Cap Fund - Direct Plan - Transfer of IDCW Option,,,,Mutual Fund,,Equity
INF582M01CB7,Union Small Cap Fund - Regular Plan - Transfer of IDCW Option,,,,Mutual Fund,,Equity
INF209KA1K54,Aditya Birla Sun Life Credit Risk Fund - IDCW. REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),,,,Mutual Fund,,Debt
INF209KA1K47,Aditya Birla Sun Life Credit Risk Fund - Gr. REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),,,,Mutual Fund,,Debt
INF209KA1K62,Aditya Birla Sun Life Credit Risk Fund - IDCW. Reinv. REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),,,,Mutual Fund,,Debt
INF209KA1K70,Aditya Birla Sun Life Credit Risk Fund - Bonus REGULAR (formerly known as Aditya Birla Sun Life Corporate Bond),,,,Mutual Fund,,Debt
INF209KA1K96,Aditya Birla Sun Life Credit Risk Fund - IDCW. DIRECT (formerly known as Aditya Birla Sun Life Corporate Bond),,,,Mutual Fund,,Debt
INF209KA1K88,Aditya Birla Sun Life Credit Risk Fund - Gr. DIRECT (formerly known as Aditya Birla Sun Life Corporate Bond),,,,Mutual Fund,,Debt
INF740K01599,DSP Credit Risk Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF740K01581,DSP Credit Risk Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF179KA1GD8,HDFC Credit Risk Debt Fund - Regular Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF179KA1GA4,HDFC Credit Risk Debt Fund- Direct - Quarterly IDCW,,,,Mutual Fund,,Debt
INF179KA1GC0,HDFC Credit Risk Debt Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF179KA1GE6,HDFC Credit Risk Debt Fund - Regular Plan - Quarterly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179KA1GB2,HDFC Credit Risk Debt Fund- Direct - Quarterly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF109K01GU4,ICICI Prudential Credit Risk Fund - Growth,,,,Mutual Fund,,Debt
INF109K01GW0,ICICI Prudential Credit Risk Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01GV2,ICICI Prudential Credit Risk Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GY6,ICICI Prudential Credit Risk Fund - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01GX8,ICICI Prudential Credit Risk Fund - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01357,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01373,ICICI Prudential Long Term Bond Fund - Institutional Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01EW5,ICICI Prudential Long Term Bond Fund - Institutional Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01381,ICICI Prudential Long Term Bond Fund - Institutional Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01EX3,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01399,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01EZ8,ICICI Prudential Long Term Bond Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01365,ICICI Prudential Long Term Bond Fund - Growth,,,,Mutual Fund,,Debt
INF109K01407,ICICI Prudential Long Term Bond Fund - Institutional Growth,,,,Mutual Fund,,Debt
INF109K019L4,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K018L6,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K017L8,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K01V00,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K01V42,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01V34,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01V26,ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01V18,ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01EY1,ICICI Prudential Long Term Bond Fund - Institutional Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF194KA1W39,IDFC Credit Risk Fund-Regular Plan -Growth,,,,Mutual Fund,,Debt
INF194KA1W05,IDFC Credit Risk Fund-Regular Plan -Annual IDCW,,,,Mutual Fund,,Debt
INF194KA1W13,IDFC Credit Risk Fund-Regular Plan -Annual IDCW Reinvestment-EXCH,,,,Mutual Fund,,Debt
INF194KA1W70,IDFC Credit Risk Fund-Direct Plan-Quarterly IDCW,,,,Mutual Fund,,Debt
INF194KA1W88,IDFC Credit Risk Fund-Direct Plan-Quarterly IDCW Reinvestment-EXCH,,,,Mutual Fund,,Debt
INF194KA1W47,IDFC Credit Risk Fund-Direct Plan-Periodic IDCW,,,,Mutual Fund,,Debt
INF194KA1W54,IDFC Credit Risk Fund-Direct Plan-Periodic IDCW Reinvestment-EXCH,,,,Mutual Fund,,Debt
INF174K01DY7,Kotak Credit Risk Fund - Growth (Regular Plan) (Erstwhile Kotak Income Opp.),,,,Mutual Fund,,Debt
INF174K01DZ4,Kotak Credit Risk Fund Weekly - IDCW(Regular Plan) (Erstwhile Kotak Income Opp.),,,,Mutual Fund,,Debt
INF174K01EB3,Kotak Credit Risk Fund Monthly - IDCW(Regular Plan) (Erstwhile Kotak Income Opp.),,,,Mutual Fund,,Debt
INF174K01EC1,Kotak Credit Risk Fund Monthly -IDCW (Regular Plan) (Erstwhile Kotak Income Opp.),,,,Mutual Fund,,Debt
INF174K01ED9,Kotak Credit Risk Fund Qtrly - IDCW(Regular Plan) (Erstwhile Kotak Income Opp.),,,,Mutual Fund,,Debt
INF174K01EE7,Kotak Credit Risk Fund Qtrly - IDCW (Regular Plan) (Erstwhile Kotak Income Opp.),,,,Mutual Fund,,Debt
INF174K01EF4,Kotak Credit Risk Fund - Regular Plan Payout IDCW,,,,Mutual Fund,,Debt
INF174K01EG2,Kotak Credit Risk Fund - Regular Plan IDCW,,,,Mutual Fund,,Debt
INF174KA1IO6,Kotak Nifty SDL APR 2032 top 12 Equal Weight Index Fund Regular Plan - Growth,,,,Mutual Fund,,Debt
INF174KA1IR9,Kotak Nifty SDL APR 2032 top 12 Equal Weight Index Fund Direct Plan - Growth,,,,Mutual Fund,,Debt
INF174KA1IQ1,Kotak Nifty SDL APR 2032 top 12 Equal Weight Index Fund Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF174KA1IT5,Kotak Nifty SDL APR 2032 top 12 Equal Weight Index Fund Direct Plan - IDCW,,,,Mutual Fund,,Debt
INF174KA1IS7,Kotak Nifty SDL APR 2032 top 12 Equal Weight Index Fund Direct Plan - IDCW,,,,Mutual Fund,,Debt
INF174KA1IP3,Kotak Nifty SDL APR 2032 top 12 Equal Weight Index Fund Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF917K01122,L&T Credit Risk Fund - IDCW,,,,Mutual Fund,,Debt
INF917K01E29,L&T Credit Risk Fund Direct Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF917K01114,L&T Credit Risk Fund - IDCW Payout,,,,Mutual Fund,,Debt
INF917K01130,L&T Credit Risk Fund - Growth,,,,Mutual Fund,,Debt
INF200K01701,SBI Credit Risk Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF200K01693,SBI Credit Risk Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF200K01685,SBI Credit Risk Fund Regular Growth,,,,Mutual Fund,,Debt
INF209K011W7,Aditya Birla Sun Life Banking And Financial Services Fund - Gr. REGULAR,,,,Mutual Fund,,Equity
INF209K012W5,Aditya Birla Sun Life Banking And Financial Services Fund - IDCW. Reinv. REGULAR,,,,Mutual Fund,,Equity
INF209K013W3,Aditya Birla Sun Life Banking And Financial Services Fund - IDCW. DIRECT,,,,Mutual Fund,,Equity
INF209K014W1,Aditya Birla Sun Life Banking And Financial Services Fund - Gr. DIRECT,,,,Mutual Fund,,Equity
INF209K015W8,Aditya Birla Sun Life Banking And Financial Services Fund - IDCW. Reinv. DIRECT,,,,Mutual Fund,,Equity
INF209K01132,Aditya Birla Sun Life Digital India Fund - IDCW-Regular Plan (formerly known as ABSL New Millennium Fund),,,,Mutual Fund,,Equity
INF209K01P49,Aditya Birla Sun Life Digital India Fund - IDCW-Direct Plan (formerly known as ABSL New Millennium Fund),,,,Mutual Fund,,Equity
INF209K01140,Aditya Birla Sun Life Digital India Fund - Growth-Regular Plan (formerly known as ABSL New Millennium Fund),,,,Mutual Fund,,Equity
INF209K01439,Aditya Birla Sun Life India GenNext Fund - IDCW-Regular Plan,,,,Mutual Fund,,Equity
INF209K01447,Aditya Birla Sun Life India GenNext Fund - Growth-Regular Plan,,,,Mutual Fund,,Equity
INF209K01504,Aditya Birla Sun Life Infrastructure Fund -PLAN - Growth-Regular Plan,,,,Mutual Fund,,Equity
INF209KB1O09,Aditya Birla Sun Life Pharma & Healthcare Fund Regular IDCW,,,,Mutual Fund,,Equity
INF209KB1N91,Aditya Birla Sun Life Pharma & Healthcare Fund Regular Growth,,,,Mutual Fund,,Equity
INF209KB1O17,Aditya Birla Sun Life Pharma & Healthcare Fund Regular IDCW Reinvestment,,,,Mutual Fund,,Equity
INF209KB1O33,Aditya Birla Sun Life Pharma & Healthcare Fund Direct IDCW,,,,Mutual Fund,,Equity
INF209KB1O25,Aditya Birla Sun Life Pharma & Healthcare Fund Direct Growth,,,,Mutual Fund,,Equity
INF209KB1O41,Aditya Birla Sun Life Pharma & Healthcare Fund Direct IDCW Reinvestment,,,,Mutual Fund,,Equity
INF209K01BS7,Aditya Birla Sun Life Equity Hybrid 95 Fund - IDCW-Regular Plan (formerly known as Aditya Birla Sun Life Balanced 95 Fund),,,,Mutual Fund,,Equity
INF209K01EE1,Aditya Birla Sun Life Equity Hybrid 95 Fund - IDCW Reinvest-Regular Plan (formerly known as Aditya Birla Sun Life Balanced 95 Fund),,,,Mutual Fund,,Equity
INF209K01BT5,Aditya Birla Sun Life Equity Hybrid 95 Fund - Growth-Regular Plan (formerly known as Aditya Birla Sun Life Balanced 95 Fund),,,,Mutual Fund,,Equity
INF740K01326,DSP Equity & Bond Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF740K01151,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF740K01136,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF740K01334,DSP Equity & Bond Fund - Regular Plan - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K01144,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K018C0,DSP Equity & Bond Fund - Regular Plan - IDCW - Quarterly,,,,Mutual Fund,,Equity
INF740KA1LD8,DSP Healthcare Fund - Reg - Growth,,,,Mutual Fund,,Equity
INF740KA1LE6,DSP Healthcare Fund - Reg - IDCW,,,,Mutual Fund,,Equity
INF740KA1LF3,DSP Healthcare Fund - Reg - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K010D5,DSP Equity & Bond Fund - Direct Plan - IDCW - Quarterly,,,,Mutual Fund,,Equity
INF740K011D3,DSP Equity & Bond Fund - Direct Plan - IDCW - Quarterly Reinvestment,,,,Mutual Fund,,Equity
INF740KA1LG1,DSP Healthcare Fund - Dir - Growth,,,,Mutual Fund,,Equity
INF740KA1LH9,DSP Healthcare Fund - Dir - IDCW,,,,Mutual Fund,,Equity
INF740KA1LI7,DSP Healthcare Fund - Dir - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K01318,DSP Equity & Bond Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF179KC1BH8,HDFC Banking and Financial Services Fund Direct IDCW,,,,Mutual Fund,,Equity
INF179KC1BI6,HDFC Banking and Financial Services Fund Direct IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179KC1BG0,HDFC Banking and Financial Services Fund Direct Growth,,,,Mutual Fund,,Equity
INF179KC1BK2,HDFC Banking and Financial Services Fund Regular IDCW,,,,Mutual Fund,,Equity
INF179KC1BL0,HDFC Banking & Financial Services Fund Regular IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179KC1BJ4,HDFC Banking and Financial Services Fund Regular Growth,,,,Mutual Fund,,Equity
INF179K01GE1,HDFC Infrastructure Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF179K01GG6,HDFC Infrastructure Fund - Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179K01GF8,HDFC Infrastructure Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF179K01AQ8,HDFC Hybrid Equity Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF179K01AR6,HDFC Hybrid Equity Fund - Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179K01AS4,HDFC Hybrid Equity Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF336L01230,HSBC Infrastructure Equity Fund - IDCW,,,,Mutual Fund,,Equity
INF336L01248,HSBC Infrastructure Equity Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF336L01255,HSBC Infrastructure Equity Fund - Growth,,,,Mutual Fund,,Equity
INF336L01NM4,HSBC Equity Hybrid Fund IDCW,,,,Mutual Fund,,Equity
INF336L01NL6,HSBC Equity Hybrid Fund IDCW Payout,,,,Mutual Fund,,Equity
INF336L01NK8,HSBC Equity Hybrid Fund Growth,,,,Mutual Fund,,Equity
INF336L01NJ0,HSBC Equity Hybrid Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
