ISIN,Security/Scheme Name,Price/NAV,Segment,NSE Symbol,Instrument Type,Token ID,Scheme Type
INF582M01EM0,Union Value Discovery Fund Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF582M01EP3,Union Value Discovery Fund Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF582M01EL2,Union Value Discovery Fund Direct Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF582M01ER9,Union Value Discovery Fund Regular Plan IDCW Transfer,,,,Mutual Fund,,Equity
INF582M01EN8,Union Value Discovery Fund Direct Plan - IDCW Transfer,,,,Mutual Fund,,Equity
INF084M01AF9,Aditya Birla Sun Life Asset Allocator FoF - IDCW Payout Regular,,,,Mutual Fund,,Debt
INF084M01AE2,Aditya Birla Sun Life Asset Allocator FoF - Growth Regular,,,,Mutual Fund,,Debt
INF084M01AG7,Aditya Birla Sun Life Asset Allocator FoF - IDCW Reinvest Regular,,,,Mutual Fund,,Debt
INF084M01044,Aditya Birla Sun Life Financial Planning FOF - Conservative Plan-Growth,,,,Mutual Fund,,Debt
INF084M01069,Aditya Birla Sun Life Financial Planning FOF - Conservative Plan IDCW,,,,Mutual Fund,,Debt
INF084M01051,Aditya Birla Sun Life Financial Planning FOF - Conservative Plan - IDCW payout,,,,Mutual Fund,,Debt
INF084M01077,Aditya Birla Sun Life Financial Planning FOF - Moderate Plan-Growth,,,,Mutual Fund,,Debt
INF084M01093,Aditya Birla Sun Life Financial Planning FOF - Moderate Plan-IDCW,,,,Mutual Fund,,Debt
INF084M01085,Aditya Birla Sun Life Financial Planning FOF - Moderate Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF084M01101,Aditya Birla Sun Life Financial Planning FOF - Aggressive Plan-Growth,,,,Mutual Fund,,Debt
INF084M01127,Aditya Birla Sun Life Financial Planning FOF - Aggressive Plan-IDCW,,,,Mutual Fund,,Debt
INF084M01119,Aditya Birla Sun Life Financial Planning FOF - Aggressive Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF209K01MF1,Aditya Birla Sun Life Floating Rate Fund -Retail- Growth,,,,Mutual Fund,,Debt
INF209K01MG9,Aditya Birla Sun Life Floating Rate Fund - Growth-Regular Plan,,,,Mutual Fund,,Debt
INF209K01MH7,Aditya Birla Sun Life Floating Rate Fund - Weekly IDCW-Regular Plan,,,,Mutual Fund,,Debt
INF209K01MI5,Aditya Birla Sun Life Floating Rate Fund - Retail- Weekly IDCW,,,,Mutual Fund,,Debt
INF209K01KK5,Aditya Birla Sun Life Corporate Bond Fund - Discipline Advantage Plan (formerly known as Aditya Birla Sun Life Short Term Fund),,,,Mutual Fund,,Debt
INF209K01785,Aditya Birla Sun Life Corporate Bond Fund - Growth-Regular Plan (formerly known as Aditya Birla Sun Life Short Term Fund),,,,Mutual Fund,,Debt
INF209KA1TV7,Aditya Birla Sun Life Dynamic Bond Fund - IDCW-Regular Plan,,,,Mutual Fund,,Debt
INF209K01JW2,Aditya Birla Sun Life Dynamic Bond Fund (Discipline Advantage Plan),,,,Mutual Fund,,Debt
INF209KA1TW5,Aditya Birla Sun Life Dynamic Bond Fund - IDCW-Regular Plan - Reinvestment,,,,Mutual Fund,,Debt
INF209K01793,Aditya Birla Sun Life Dynamic Bond Fund-Growth-Regular Plan,,,,Mutual Fund,,Debt
INF209K01R62,Aditya Birla Sun Life Dynamic Bond Fund-Monthly IDCW-Direct Plan,,,,Mutual Fund,,Debt
INF209K01R70,Aditya Birla Sun Life Dynamic Bond Fund -QIDCW Reinvest-Direct Plan,,,,Mutual Fund,,Debt
INF209K01R88,Aditya Birla Sun Life Dynamic Bond Fund - Quarterly IDCW-Direct Plan,,,,Mutual Fund,,Debt
INF209K01R54,Aditya Birla Sun Life Dynamic Bond Fund-Monthly IDCW Reinvest-Direct Plan,,,,Mutual Fund,,Debt
INF209KA1TX3,Aditya Birla Sun Life Dynamic Bond Fund - IDCW-Direct Plan,,,,Mutual Fund,,Debt
INF209KA1TY1,Aditya Birla Sun Life Dynamic Bond Fund - IDCW-Direct Plan - Reinvestment,,,,Mutual Fund,,Debt
INF209KA1KQ6,Aditya Birla Sun Life Short Term Fund - IDCW-Direct Plan,,,,Mutual Fund,,Debt
INF209K01942,Aditya Birla Sun Life Short Term Fund - Growth-Regular Plan,,,,Mutual Fund,,Debt
INF209K01959,Aditya Birla Sun Life Short Term Fund-Institutional IDCW,,,,Mutual Fund,,Debt
INF209K01967,Aditya Birla Sun Life Short Term Fund-Institutional Growth,,,,Mutual Fund,,Debt
INF209K01BV1,Aditya Birla Sun Life Short Term Fund-INSTL-Quarterly IDCW,,,,Mutual Fund,,Debt
INF209K01975,Aditya Birla Sun Life Short Term Fund - IDCW-Regular Plan,,,,Mutual Fund,,Debt
INF209KA1KR4,Aditya Birla Sun Life Short Term Fund - Qly IDCW Reinvest -Direct Plan,,,,Mutual Fund,,Debt
INF209K01BU3,Aditya Birla Sun Life Short Term Fund - Quarterly IDCW-Regular Plan,,,,Mutual Fund,,Debt
INF209K01R96,Aditya Birla Sun Life Short Term Fund - Quarterly IDCW-Direct Plan,,,,Mutual Fund,,Debt
INF209K01983,Aditya Birla Sun Life Corporate Bond Fund - Monthly IDCW-Regular Plan (formerly known as Aditya Birla Sun Life Short Term Fund),,,,Mutual Fund,,Debt
INF209KA1KS2,Aditya Birla Sun Life Corporate Bond Fund -IDCW-Regular Plan (formerly known as Aditya Birla Sun Life Short Term Fund),,,,Mutual Fund,,Debt
INF209KA1KT0,Aditya Birla Sun Life Corporate Bond Fund -IDCW-Direct Plan (formerly known as Aditya Birla Sun Life Short Term Fund),,,,Mutual Fund,,Debt
INF209KA1KU8,Aditya Birla Sun Life Corporate Bond Fund - Monthly IDCW Reinvest-Direct Plan (formerly known as Aditya Birla Sun Life Short Term Fund),,,,Mutual Fund,,Debt
INF209K01LQ0,Aditya Birla Sun Life Low Duration Fund - Growth-Regular Plan (formerly known as Aditya Birla Sun Life Cash Manager),,,,Mutual Fund,,Debt
INF209K01KE8,Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth (formerly known as Aditya Birla Sun Life Cash Manager),,,,Mutual Fund,,Debt
INF209K01KD0,Aditya Birla Sun Life Low Duration Fund - IP - Daily IDCW (formerly known as Aditya Birla Sun Life Cash Manager),,,,Mutual Fund,,Debt
INF209K01JZ5,Aditya Birla Sun Life Floating Rate Fund - Short Term - Daily IDCW - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01EU7,Aditya Birla Sun Life Floating Rate Fund - Short Term - Growth - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01JY8,Aditya Birla Sun Life Floating Rate Fund - Short Term - Weekly IDCW - Reinvestment-Closed for FV change,,,,Mutual Fund,,Debt
INF209K01AK6,Aditya Birla Sun Life Floating Rate Fund - Retail - Long Term - Daily IDCW,,,,Mutual Fund,,Debt
INF209K01JX0,Aditya Birla Sun Life Floating Rate Fund -Retail- Long Term - Growth - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01AM2,Aditya Birla Sun Life Floating Rate Fund - Long Term - INSTL - Growth - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01AN0,Aditya Birla Sun Life Floating Rate Fund - Long Term - INSTL - Weekly IDCW - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01AO8,Aditya Birla Sun Life Floating Rate Fund - Retail - Long Term - Monthly IDCW,,,,Mutual Fund,,Debt
INF209K01AP5,Aditya Birla Sun Life Floating Rate Fund - Retail- Long Term - Weekly IDCW - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01KB4,Aditya Birla Sun Life Floating Rate Fund-STP-IP-Daily IDCW - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01KC2,Aditya Birla Sun Life Floating Rate Fund - Short Term - IP - Growth - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01KA6,Aditya Birla Sun Life Floating Rate Fund-STP-IP - Weekly IDCW - Closed for FV change,,,,Mutual Fund,,Debt
INF209K01BE7,Aditya Birla Sun Life Banking & PSU Debt Fund Weekly IDCW-Regular Plan,,,,Mutual Fund,,Debt
INF209K01EA9,Aditya Birla Sun Life Banking & PSU Debt Fund Weekly IDCW Reinvest-Regular Plan,,,,Mutual Fund,,Debt
INF209K01BF4,Aditya Birla Sun Life Banking & PSU Debt Fund Growth-Regular Plan,,,,Mutual Fund,,Debt
INF209K01LR8,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail - Monthly IDCW (formerly known as Aditya Birla Sun Life Treasury Optimizer Plan),,,,Mutual Fund,,Debt
INF209K01LS6,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail - Quarterly IDCW (formerly known as Aditya Birla Sun Life Treasury Optimizer Plan),,,,Mutual Fund,,Debt
INF209K01LT4,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail - Growth (formerly known as Aditya Birla Sun Life Treasury Optimizer Plan),,,,Mutual Fund,,Debt
INF209K01LU2,Aditya Birla Sun Life Banking & PSU Debt Fund - Monthly IDCW-Regular Plan (formerly known as Aditya Birla Sun Life Treasury Optimizer Plan),,,,Mutual Fund,,Debt
INF209K01LX6,Aditya Birla Sun Life Banking & PSU Debt Fund - IDCW - Regular Plan (formerly known as Aditya Birla Sun Life Treasury Optimizer Plan),,,,Mutual Fund,,Debt
INF209K01LV0,Aditya Birla Sun Life Banking & PSU Debt Fund - Growth-Regular Plan (formerly known as Aditya Birla Sun Life Treasury Optimizer Plan),,,,Mutual Fund,,Debt
INF209K01LN7,Aditya Birla Sun Life Banking & PSU Debt Fund - Quarterly IDCW-Regular Plan (formerly known as Aditya Birla Sun Life Treasury Optimizer Plan),,,,Mutual Fund,,Debt
INF209KB1P40,Aditya Birla Sun Life Credit Risk Fund IDCW. REGULAR (Segregated Portfolio - 1 with 3.69% ),,,,Mutual Fund,,Debt
INF209KB1P65,Aditya Birla Sun Life Credit Risk Fund Gr. REGULAR (Segregated Portfolio - 1 with 3.69%),,,,Mutual Fund,,Debt
INF209KB1P57,Aditya Birla Sun Life Credit Risk Fund IDCW.REGULAR (Segregated Portfolio - 1 with 3.69%),,,,Mutual Fund,,Debt
INF209KB1P32,Aditya Birla Sun Life Credit Risk Fund Bonus REGULAR (Segregated Portfolio - 1 with 3.69%),,,,Mutual Fund,,Debt
INF209KB1P08,Aditya Birla Sun Life Credit Risk Fund Bonus DIRECT (Segregated Portfolio - 1 with 3.69%),,,,Mutual Fund,,Debt
INF209KB1P16,Aditya Birla Sun Life Credit Risk Fund IDCW. DIRECT (Segregated Portfolio - 1 with 3.69%),,,,Mutual Fund,,Debt
INF209KB1P24,Aditya Birla Sun Life Credit Risk Fund Gr. DIRECT (Segregated Portfolio - 1 with 3.69%),,,,Mutual Fund,,Debt
INF209KB1P73,Aditya Birla Sun Life Credit Risk Fund IDCW.DIRECT (Segregated Portfolio - 1 with 3.69%),,,,Mutual Fund,,Debt
INF209KB1S13,Aditya Birla Sun Life Dynamic Bond Fund IDCW Regular Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1S21,Aditya Birla Sun Life Dynamic Bond Fund (Discipline Advantage Plan) (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R48,Aditya Birla Sun Life Dynamic Bond Fund Growth Regular Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R30,Aditya Birla Sun Life Dynamic Bond Fund Growth Direct Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R71,Aditya Birla Sun Life Dynamic Bond Fund Monthly IDCW Regular Plan (Segregated Portfolio-1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R63,Aditya Birla Sun Life Dynamic Bond Fund Monthly IDCW Regular Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R55,Aditya Birla Sun Life Dynamic Bond Fund Monthly IDCW Direct Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1S05,Aditya Birla Sun Life Dynamic Bond Fund Quarterly IDCW Regular Plan(Segregated Portfolio-1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R97,Aditya Birla Sun Life Dynamic Bond Fund Quarterly IDCW Regular Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1S39,Aditya Birla Sun Life Dynamic Bond Fund QIDCW Direct Plan (Segregated Portfolio-1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R89,Aditya Birla Sun Life Dynamic Bond Fund Quarterly IDCW Direct Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1S47,Aditya Birla Sun Life Dynamic Bond Fund Monthly IDCW Dir Plan (Segregated Portfolio-1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1R22,Aditya Birla Sun Life Dynamic Bond Fund IDCW Direct Plan (Segregated Portfolio - 1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1S54,Aditya Birla Sun Life Dynamic Bond Fund IDCW Direct Plan (Segregated Portfolio-1 with 5.62%),,,,Mutual Fund,,Debt
INF209KB1Q98,Aditya Birla Sun Life Medium Term Plan Quarterly IDCW Regular Plan (Segregated Portfolio-1 with 7.54%),,,,Mutual Fund,,Debt
INF209KB1R06,Aditya Birla Sun Life Medium Term Plan Qtly IDCW Direct Plan (Segregated Portfolio-1 with 7.54%),,,,Mutual Fund,,Debt
INF209KB1Q64,Aditya Birla Sun Life Medium Term Plan Quarterly IDCW Regular Plan (Segregated Portfolio - 1 with 7.54%),,,,Mutual Fund,,Debt
INF209KB1Q72,Aditya Birla Sun Life Medium Term Plan Quarterly IDCW Direct Plan (Segregated Portfolio - 1 with 7.54%),,,,Mutual Fund,,Debt
INF740K01QU5,DSP Strategic Bond Fund - Regular Plan - Growth (Discontinued),,,,Mutual Fund,,Debt
INF740K01698,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly (Discontinued),,,,Mutual Fund,,Debt
INF740K01QT7,DSP Strategic Bond Fund - Regular Plan - IDCW (Discontinued),,,,Mutual Fund,,Debt
INF740K01GK7,DSP Strategic Bond Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF740K01GM3,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K01GO9,DSP Strategic Bond Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF740K01QX9,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly Reinvest (Discontinued),,,,Mutual Fund,,Debt
INF740K01QW1,DSP Strategic Bond Fund - Regular Plan - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740K01GL5,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly Reinvest,,,,Mutual Fund,,Debt
INF740K01GN1,DSP Strategic Bond Fund - Regular Plan - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740K01ZP6,DSP Banking and PSU Debt Fund - Reg - Growth,,,,Mutual Fund,,Debt
INF740K01ZQ4,DSP Banking and PSU Debt Fund - Reg - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K01ZR2,DSP Banking and PSU Debt Fund - Reg - IDCW - Monthly Reinvest,,,,Mutual Fund,,Debt
INF740K01ZS0,DSP Banking and PSU Debt Fund - Reg - IDCW - Quarterly,,,,Mutual Fund,,Debt
INF740K01ZT8,DSP Banking and PSU Debt Fund - Reg - IDCW - Quarterly Reinvest,,,,Mutual Fund,,Debt
INF740K01ZU6,DSP Banking and PSU Debt Fund - Reg - IDCW,,,,Mutual Fund,,Debt
INF740K01ZV4,DSP Banking and PSU Debt Fund - Reg - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740K012I0,DSP 10Y G-Sec Fund - Reg - Growth,,,,Mutual Fund,,Debt
INF740K013I8,DSP 10Y G-Sec Fund - Reg - IDCW,,,,Mutual Fund,,Debt
INF740K014I6,DSP 10Y G-Sec Fund - Reg - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740K015I3,DSP 10Y G-Sec Fund - Reg - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K016I1,DSP 10Y G-Sec Fund - Reg - IDCW - Monthly Reinvestment,,,,Mutual Fund,,Debt
INF740K017I9,DSP 10Y G-Sec Fund - Reg - IDCW - Quarterly,,,,Mutual Fund,,Debt
INF740K018I7,DSP 10Y G-Sec Fund - Reg - IDCW - Quarterly Reinvestment,,,,Mutual Fund,,Debt
INF740K018P2,DSP Low Duration Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF740K010Q7,DSP Low Duration Fund - Regular Plan - IDCW - Monthly Reinvest,,,,Mutual Fund,,Debt
INF740K011Q5,DSP Low Duration Fund - Regular Plan - IDCW - Quarterly,,,,Mutual Fund,,Debt
INF740K012Q3,DSP Low Duration Fund - Regular Plan - IDCW - Quarterly Reinvest,,,,Mutual Fund,,Debt
INF740KA1JX0,DSP Corporate Bond Fund - Reg - Growth,,,,Mutual Fund,,Debt
INF740KA1JY8,DSP Corporate Bond Fund - Reg - IDCW,,,,Mutual Fund,,Debt
INF740KA1JZ5,DSP Corporate Bond Fund - Reg - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740KA1PS7,DSP Floater Fund - Reg - Growth,,,,Mutual Fund,,Debt
INF740KA1PT5,DSP Floater Fund - Reg - IDCW,,,,Mutual Fund,,Debt
INF740KA1PU3,DSP Floater Fund - Reg - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740K01656,DSP Short Term Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF740K01649,DSP Short Term Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF740K01664,DSP Short Term Fund - Regular Plan - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K01QG4,DSP Strategic Bond Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF740K01QH2,DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K01QI0,DSP Strategic Bond Fund - Direct Plan - IDCW,,,,Mutual Fund,,Debt
INF740K01QJ8,DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly Reinvest,,,,Mutual Fund,,Debt
INF740K01QK6,DSP Strategic Bond Fund - Direct Plan - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740K01ZW2,DSP Banking and PSU Debt Fund - Dir - Growth,,,,Mutual Fund,,Debt
INF740K01ZX0,DSP Banking and PSU Debt Fund - Dir - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K01ZY8,DSP Banking and PSU Debt Fund - Dir - IDCW - Monthly Reinvest,,,,Mutual Fund,,Debt
INF740K01ZZ5,DSP Banking and PSU Debt Fund - Dir - IDCW - Quarterly,,,,Mutual Fund,,Debt
INF740K010J2,DSP 10Y G-Sec Fund - Dir - IDCW,,,,Mutual Fund,,Debt
INF740K011J0,DSP 10Y G-Sec Fund - Dir - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF740K012J8,DSP 10Y G-Sec Fund - Dir - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K013J6,DSP 10Y G-Sec Fund - Dir - IDCW - Monthly Reinvestment,,,,Mutual Fund,,Debt
INF740K014J4,DSP 10Y G-Sec Fund - Dir - IDCW - Quarterly,,,,Mutual Fund,,Debt
INF740K015J1,DSP 10Y G-Sec Fund - Dir - IDCW - Quarterly Reinvestment,,,,Mutual Fund,,Debt
INF740K013Q1,DSP Low Duration Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF740K014Q9,DSP Low Duration Fund - Direct Plan - IDCW - Monthly,,,,Mutual Fund,,Debt
INF740K015Q6,DSP Low Duration Fund - Direct Plan - IDCW - Monthly Reinvest,,,,Mutual Fund,,Debt
INF740K016Q4,DSP Low Duration Fund - Direct Plan - IDCW - Quarterly,,,,Mutual Fund,,Debt
INF740K017Q2,DSP Low Duration Fund - Direct Plan - IDCW - Quarterly Reinvest,,,,Mutual Fund,,Debt
INF740KA1PV1,DSP Floater Fund - Dir - Growth,,,,Mutual Fund,,Debt
INF740KA1PW9,DSP Floater Fund - Dir - IDCW,,,,Mutual Fund,,Debt
INF740KA1PX7,DSP Floater Fund - Dir - IDCW - Reinvest,,,,Mutual Fund,,Debt
INF179K01871,HDFC Dynamic Debt Fund - Regular Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF179K01889,HDFC Dynamic Debt Fund - Regular - Quarterly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179KA1R11,HDFC Dynamic Debt Fund - Regular Plan - Normal IDCW,,,,Mutual Fund,,Debt
INF179KA1R03,HDFC Dynamic Debt Fund - Regular - Normal IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01848,HDFC Dynamic Debt Fund - Regular Plan- Growth,,,,Mutual Fund,,Debt
INF179K01855,HDFC Dynamic Debt Fund - Regular Plan - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF179K01863,HDFC Dynamic Debt Fund - Regular Plan - Half Yearly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01921,HDFC Dynamic Debt Fund - Regular Plan - Yearly IDCW,,,,Mutual Fund,,Debt
INF179K01939,HDFC Dynamic Debt Fund - Regular Plan - Yearly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01442,HDFC Low Duration Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF179K01475,HDFC Low Duration Fund - Regular Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF179K01483,HDFC Low Duration Fund - Regular Plan - Weekly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01434,HDFC Low Duration Fund - Regular Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF179K01459,HDFC Low Duration Fund - Regular Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF179K01467,HDFC Low Duration Fund - Regular Plan - Monthly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01541,HDFC Low Duration Fund - Wholesale - Regular Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF179K01509,HDFC Low Duration Fund - Wholesale - Regular Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF179K01525,HDFC Low Duration Fund- Wholesale - Regular Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF179K01491,HDFC Low Duration Fund - Wholesale - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF179K01517,HDFC Low Duration Fund - Regular Plan-Wholesale - Monthly IDCW,,,,Mutual Fund,,Debt
INF179KA1JD2,HDFC Banking and PSU Debt Fund - Regular Plan - IDCW Option,,,,Mutual Fund,,Debt
INF179KA1JA8,HDFC Banking and PSU Debt Fund - Direct IDCW Option,,,,Mutual Fund,,Debt
INF179KA1JC4,HDFC Banking and PSU Debt Fund - Regular Plan - Growth Option,,,,Mutual Fund,,Debt
INF179KA1JE0,HDFC Banking and PSU Debt Fund - Regular Plan - IDCW Reinvestment Option,,,,Mutual Fund,,Debt
INF179KA1JB6,HDFC Banking and PSU Debt Fund - Direct IDCW Reinvestment Option,,,,Mutual Fund,,Debt
INF179K01707,HDFC Floating Rate Debt Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF179KA1SC5,HDFC Dynamic PE Ratio Fund of Funds - Direct Growth Plan,,,,Mutual Fund,,Debt
INF179KA1SF8,HDFC Dynamic PE Ratio Fund of Funds - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF179KA1SD3,HDFC Dynamic PE Ratio Fund of Funds - Direct IDCW Plan,,,,Mutual Fund,,Debt
INF179KA1SE1,HDFC Dynamic PE Ratio Fund of Funds - Direct IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179KA1SG6,HDFC Dynamic PE Ratio Fund of Funds - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF179KA1SH4,HDFC Dynamic PE Ratio Fund of Funds - Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01DD0,HDFC Corporate Bond Fund - Regular Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF179K01DE8,HDFC Corporate Bond Fund - Regular Plan - Quarterly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01DC2,HDFC Corporate Bond Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF179K01CV4,HDFC Short Term Debt Fund - Regular Plan - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF179K01CW2,HDFC Short Term Debt Fund - Regular Plan - Fortnightly IDCW Reinvestment,,,,Mutual Fund,,Debt
INF179K01CU6,HDFC Short Term Debt Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF336L01PO5,HSBC Corporate Bond Fund Growth,,,,Mutual Fund,,Debt
INF336L01PQ0,HSBC Corporate Bond Fund Half Yearly IDCW,,,,Mutual Fund,,Debt
INF336L01PP2,HSBC Corporate Bond Fund Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01PR8,HSBC Corporate Bond Fund Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01PS6,HSBC Corporate Bond Fund Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01PU2,HSBC Corporate Bond Fund Quarterly IDCW,,,,Mutual Fund,,Debt
INF336L01PT4,HSBC Corporate Bond Fund Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01453,HSBC Flexi Debt Fund - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF336L01461,HSBC Flexi Debt Fund - Growth,,,,Mutual Fund,,Debt
INF336L01479,HSBC Flexi Debt Fund - Half-yearly IDCW,,,,Mutual Fund,,Debt
INF336L01487,HSBC Flexi Debt Fund - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01495,HSBC Flexi Debt Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01503,HSBC Flexi Debt Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01511,HSBC Flexi Debt Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF336L01529,HSBC Flexi Debt Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01537,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,,,,Mutual Fund,,Debt
INF336L01545,HSBC Flexi Debt Fund - Regular Growth,,,,Mutual Fund,,Debt
INF336L01552,HSBC Flexi Debt Fund - Regular Half-yearly IDCW,,,,Mutual Fund,,Debt
INF336L01560,HSBC Flexi Debt Fund - Regular Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01578,HSBC Flexi Debt Fund - Regular Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01586,HSBC Flexi Debt Fund - Regular Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01594,HSBC Flexi Debt Fund - Regular Quarterly IDCW,,,,Mutual Fund,,Debt
INF336L01PH9,HSBC Corporate Bond Fund Direct Growth,,,,Mutual Fund,,Debt
INF336L01PJ5,HSBC Corporate Bond Fund Direct Half Yearly IDCW,,,,Mutual Fund,,Debt
INF336L01PI7,HSBC Corporate Bond Fund Direct Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01PK3,HSBC Corporate Bond Fund Direct Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01PL1,HSBC Corporate Bond Fund Direct Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01PN7,HSBC Corporate Bond Fund Direct Quarterly IDCW,,,,Mutual Fund,,Debt
INF336L01PM9,HSBC Corporate Bond Fund Direct Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01IH4,HSBC Managed Solutions India Moderate Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Debt
INF336L01IO0,HSBC Managed Solutions India Conservative Fund Direct Plan IDCW,,,,Mutual Fund,,Debt
