Pincode|New District|State Name|State|Remarks
144103|Jalandhar|PUNJAB|PB|No change
144104|Jalandhar|PUNJAB|PB|No change
144105|Hoshiarpur|PUNJAB|PB|No change
144106|Jalandhar|PUNJAB|PB|No change
144201|Jalandhar|PUNJAB|PB|No change
144202|Hoshiarpur|PUNJAB|PB|No change
144204|Hoshiarpur|PUNJAB|PB|No change
144205|Hoshiarpur|PUNJAB|PB|No change
144206|Hoshiarpur|PUNJAB|PB|No change
144207|Hoshiarpur|PUNJAB|PB|No change
144208|Hoshiarpur|PUNJAB|PB|No change
144209|Hoshiarpur|PUNJAB|PB|No change
144210|Hoshiarpur|PUNJAB|PB|No change
144211|Hoshiarpur|PUNJAB|PB|No change
144212|Hoshiarpur|PUNJAB|PB|No change
144213|Hoshiarpur|PUNJAB|PB|No change
144214|Hoshiarpur|PUNJAB|PB|No change
144216|Hoshiarpur|PUNJAB|PB|No change
144221|Hoshiarpur|PUNJAB|PB|No change
144222|Hoshiarpur|PUNJAB|PB|No change
144223|Hoshiarpur|PUNJAB|PB|No change
144224|Hoshiarpur|PUNJAB|PB|No change
144301|Jalandhar|PUNJAB|PB|No change
144302|Jalandhar|PUNJAB|PB|No change
144303|Jalandhar|PUNJAB|PB|No change
144305|Hoshiarpur|PUNJAB|PB|No change
144306|Hoshiarpur|PUNJAB|PB|No change
144311|Jalandhar|PUNJAB|PB|No change
144401|Kapurthala|PUNJAB|PB|No change
144402|Kapurthala|PUNJAB|PB|No change
144403|Kapurthala|PUNJAB|PB|No change
144404|Hoshiarpur|PUNJAB|PB|No change
144405|Kapurthala|PUNJAB|PB|No change
144406|Hoshiarpur|PUNJAB|PB|No change
144407|Kapurthala|PUNJAB|PB|No change
144408|Kapurthala|PUNJAB|PB|No change
144409|Jalandhar|PUNJAB|PB|No change
144410|Jalandhar|PUNJAB|PB|No change
144415|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144416|Jalandhar|PUNJAB|PB|No change
144417|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144418|Jalandhar|PUNJAB|PB|No change
144419|Jalandhar|PUNJAB|PB|No change
144421|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144422|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144501|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144503|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144504|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144505|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144506|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144507|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144508|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144509|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144510|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144511|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144512|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144513|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144514|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144515|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144516|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144517|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144518|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144519|Hoshiarpur|PUNJAB|PB|No change
144520|Hoshiarpur|PUNJAB|PB|No change
144521|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144522|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144523|Hoshiarpur|PUNJAB|PB|No change
144524|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144525|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144526|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144527|Hoshiarpur|PUNJAB|PB|No change
144528|Hoshiarpur|PUNJAB|PB|No change
144529|Hoshiarpur|PUNJAB|PB|No change
144530|Hoshiarpur|PUNJAB|PB|No change
144531|Hoshiarpur|PUNJAB|PB|No change
144532|Hoshiarpur|PUNJAB|PB|No change
144533|Shahid Bhagat Singh Nagar|PUNJAB|PB|No change
144601|Kapurthala|PUNJAB|PB|No change
144602|Kapurthala|PUNJAB|PB|No change
144606|Kapurthala|PUNJAB|PB|No change
144620|Kapurthala|PUNJAB|PB|No change
144621|Kapurthala|PUNJAB|PB|No change
144622|Kapurthala|PUNJAB|PB|No change
144624|Kapurthala|PUNJAB|PB|No change
144626|Kapurthala|PUNJAB|PB|No change
144628|Kapurthala|PUNJAB|PB|No change
144629|Jalandhar|PUNJAB|PB|No change
144630|Jalandhar|PUNJAB|PB|No change
144631|Kapurthala|PUNJAB|PB|No change
144633|Jalandhar|PUNJAB|PB|No change
144701|Jalandhar|PUNJAB|PB|No change
144702|Jalandhar|PUNJAB|PB|No change
144703|Jalandhar|PUNJAB|PB|No change
144801|Jalandhar|PUNJAB|PB|No change
144802|Kapurthala|PUNJAB|PB|No change
144803|Jalandhar|PUNJAB|PB|No change
144804|Kapurthala|PUNJAB|PB|No change
144805|Jalandhar|PUNJAB|PB|No change
144806|Jalandhar|PUNJAB|PB|No change
144819|Kapurthala|PUNJAB|PB|No change
145001|Pathankot|PUNJAB|PB|No change
145022|Pathankot|PUNJAB|PB|No change
145023|Pathankot|PUNJAB|PB|No change
145024|Pathankot|PUNJAB|PB|No change
145025|Pathankot|PUNJAB|PB|No change
145026|Pathankot|PUNJAB|PB|No change
145027|Pathankot|PUNJAB|PB|No change
145029|Pathankot|PUNJAB|PB|No change
145101|Pathankot|PUNJAB|PB|No change
146001|Hoshiarpur|PUNJAB|PB|No change
146021|Hoshiarpur|PUNJAB|PB|No change
146022|Hoshiarpur|PUNJAB|PB|No change
146023|Hoshiarpur|PUNJAB|PB|No change
146024|Hoshiarpur|PUNJAB|PB|No change
146101|Hoshiarpur|PUNJAB|PB|No change
146102|Hoshiarpur|PUNJAB|PB|No change
146103|Hoshiarpur|PUNJAB|PB|No change
146104|Hoshiarpur|PUNJAB|PB|No change
146105|Hoshiarpur|PUNJAB|PB|No change
146106|Hoshiarpur|PUNJAB|PB|No change
146107|Hoshiarpur|PUNJAB|PB|No change
146108|Hoshiarpur|PUNJAB|PB|No change
146109|Hoshiarpur|PUNJAB|PB|No change
146110|Hoshiarpur|PUNJAB|PB|No change
146111|Hoshiarpur|PUNJAB|PB|No change
146112|Hoshiarpur|PUNJAB|PB|No change
146113|Hoshiarpur|PUNJAB|PB|No change
146114|Hoshiarpur|PUNJAB|PB|No change
146115|Hoshiarpur|PUNJAB|PB|No change
146116|Hoshiarpur|PUNJAB|PB|No change
147001|Patiala|PUNJAB|PB|No change
147002|Patiala|PUNJAB|PB|No change
147003|Patiala|PUNJAB|PB|No change
147005|Patiala|PUNJAB|PB|No change
147006|Patiala|PUNJAB|PB|No change
147007|Patiala|PUNJAB|PB|No change
147008|Patiala|PUNJAB|PB|No change
147021|Patiala|PUNJAB|PB|No change
147101|Patiala|PUNJAB|PB|No change
147102|Patiala|PUNJAB|PB|No change
147103|Patiala|PUNJAB|PB|No change
147105|Patiala|PUNJAB|PB|No change
147111|Patiala|PUNJAB|PB|No change
147201|Patiala|PUNJAB|PB|No change
147202|Patiala|PUNJAB|PB|No change
147203|Fatehgarh Sahib|PUNJAB|PB|No change
147301|Fatehgarh Sahib|PUNJAB|PB|No change
148001|Sangrur|PUNJAB|PB|No change
148002|Sangrur|PUNJAB|PB|No change
148017|Sangrur|PUNJAB|PB|No change
148019|MALERKOTLA|PUNJAB|PB|No change
148021|MALERKOTLA|PUNJAB|PB|No change
148026|Sangrur|PUNJAB|PB|No change
148027|Sangrur|PUNJAB|PB|No change
148028|Sangrur|PUNJAB|PB|No change
148029|Sangrur|PUNJAB|PB|No change
148030|Sangrur|PUNJAB|PB|No change
148031|Sangrur|PUNJAB|PB|No change
148033|Sangrur|PUNJAB|PB|No change
148034|Sangrur|PUNJAB|PB|No change
148035|Sangrur|PUNJAB|PB|No change
148100|Barnala|PUNJAB|PB|No change
148101|Barnala|PUNJAB|PB|No change
148102|Barnala|PUNJAB|PB|No change
148103|Barnala|PUNJAB|PB|No change
148104|Barnala|PUNJAB|PB|No change
148105|Barnala|PUNJAB|PB|No change
148107|Barnala|PUNJAB|PB|No change
148108|Barnala|PUNJAB|PB|No change
148109|Barnala|PUNJAB|PB|No change
151001|Bathinda|PUNJAB|PB|No change
151002|Bathinda|PUNJAB|PB|No change
151003|Bathinda|PUNJAB|PB|No change
151004|Bathinda|PUNJAB|PB|No change
151005|Bathinda|PUNJAB|PB|No change
151006|Bathinda|PUNJAB|PB|No change
151101|Bathinda|PUNJAB|PB|No change
151102|Bathinda|PUNJAB|PB|No change
151103|Bathinda|PUNJAB|PB|No change
151104|Bathinda|PUNJAB|PB|No change
151105|Bathinda|PUNJAB|PB|No change
151106|Bathinda|PUNJAB|PB|No change
151108|Bathinda|PUNJAB|PB|No change
151111|Bathinda|PUNJAB|PB|No change
151201|Bathinda|PUNJAB|PB|No change
151203|Faridkot|PUNJAB|PB|No change
151204|Faridkot|PUNJAB|PB|No change
151205|Faridkot|PUNJAB|PB|No change
151206|Bathinda|PUNJAB|PB|No change
151209|Faridkot|PUNJAB|PB|No change
151210|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
151211|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
151212|Faridkot|PUNJAB|PB|No change
151213|Faridkot|PUNJAB|PB|No change
151214|FARIDKOT|PUNJAB|PB|No change
151301|Bathinda|PUNJAB|PB|No change
151401|Bathinda|PUNJAB|PB|No change
151501|Mansa|PUNJAB|PB|No change
151502|Mansa|PUNJAB|PB|No change
151503|Mansa|PUNJAB|PB|No change
151504|Mansa|PUNJAB|PB|No change
151505|Mansa|PUNJAB|PB|No change
151506|Mansa|PUNJAB|PB|No change
151507|Mansa|PUNJAB|PB|No change
151508|Mansa|PUNJAB|PB|No change
152001|FIROZEPUR|PUNJAB|PB|No change
152002|FIROZEPUR|PUNJAB|PB|No change
152003|FIROZEPUR|PUNJAB|PB|No change
152004|FIROZEPUR|PUNJAB|PB|No change
152005|FIROZEPUR|PUNJAB|PB|No change
152020|Fazilka|PUNJAB|PB|No change
152021|FIROZEPUR|PUNJAB|PB|No change
152022|FIROZEPUR|PUNJAB|PB|No change
152023|FIROZEPUR|PUNJAB|PB|No change
152024|Fazilka|PUNJAB|PB|No change
152026|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152031|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152032|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152033|Fazilka|PUNJAB|PB|No change
152101|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152107|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152112|Sri Muktsar Sahib|PUNJAB|PB|No change
152113|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152114|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152115|SRI MUKTSAR SAHIB|PUNJAB|PB|No change
152116|Fazilka|PUNJAB|PB|No change
152117|Fazilka|PUNJAB|PB|No change
152118|Fazilka|PUNJAB|PB|No change
152121|FAZILKA|PUNJAB|PB|No change
152122|Fazilka|PUNJAB|PB|No change
152123|Fazilka|PUNJAB|PB|No change
152124|Fazilka|PUNJAB|PB|No change
152128|Fazilka|PUNJAB|PB|No change
152132|Fazilka|PUNJAB|PB|No change
160001|CHANDIGARH|CHANDIGARH|CH|No change
160002|CHANDIGARH|CHANDIGARH|CH|No change
160003|CHANDIGARH|CHANDIGARH|CH|No change
160004|CHANDIGARH|CHANDIGARH|CH|No change
160005|CHANDIGARH|CHANDIGARH|CH|No change
160006|CHANDIGARH|CHANDIGARH|CH|No change
160009|CHANDIGARH|CHANDIGARH|CH|No change
160011|CHANDIGARH|CHANDIGARH|CH|No change
160012|CHANDIGARH|CHANDIGARH|CH|No change
160014|CHANDIGARH|CHANDIGARH|CH|No change
160015|CHANDIGARH|CHANDIGARH|CH|No change
160016|CHANDIGARH|CHANDIGARH|CH|No change
160017|CHANDIGARH|CHANDIGARH|CH|No change
160018|CHANDIGARH|CHANDIGARH|CH|No change
160019|CHANDIGARH|CHANDIGARH|CH|No change
160020|CHANDIGARH|CHANDIGARH|CH|No change
160022|CHANDIGARH|CHANDIGARH|CH|No change
160023|CHANDIGARH|CHANDIGARH|CH|No change
160025|CHANDIGARH|CHANDIGARH|CH|No change
160030|CHANDIGARH|CHANDIGARH|CH|No change
160036|CHANDIGARH|CHANDIGARH|CH|No change
160043|CHANDIGARH|CHANDIGARH|CH|No change
160047|CHANDIGARH|CHANDIGARH|CH|No change
160055|S.A.S Nagar|PUNJAB|PB|No change
160059|S.A.S Nagar|PUNJAB|PB|No change
160062|S.A.S Nagar|PUNJAB|PB|No change
160071|S.A.S Nagar|PUNJAB|PB|No change
160101|CHANDIGARH|CHANDIGARH|CH|No change
160102|CHANDIGARH|CHANDIGARH|CH|No change
160103|S.A.S Nagar|PUNJAB|PB|No change
160104|S.A.S Nagar|PUNJAB|PB|No change
171001|Shimla|HIMACHAL PRADESH|HP|No change
171002|Shimla|HIMACHAL PRADESH|HP|No change
171003|Shimla|HIMACHAL PRADESH|HP|No change
171004|Shimla|HIMACHAL PRADESH|HP|No change
171005|Shimla|HIMACHAL PRADESH|HP|No change
171006|Shimla|HIMACHAL PRADESH|HP|No change
171007|Shimla|HIMACHAL PRADESH|HP|No change
171008|Shimla|HIMACHAL PRADESH|HP|No change
171009|Shimla|HIMACHAL PRADESH|HP|No change
171010|Shimla|HIMACHAL PRADESH|HP|No change
171011|Shimla|HIMACHAL PRADESH|HP|No change
171012|Shimla|HIMACHAL PRADESH|HP|No change
171013|Shimla|HIMACHAL PRADESH|HP|No change
171014|Shimla|HIMACHAL PRADESH|HP|No change
171015|Shimla|HIMACHAL PRADESH|HP|No change
171018|Shimla|HIMACHAL PRADESH|HP|No change
171019|Shimla|HIMACHAL PRADESH|HP|No change
171102|Solan|HIMACHAL PRADESH|HP|No change
171103|Shimla|HIMACHAL PRADESH|HP|No change
171201|Shimla|HIMACHAL PRADESH|HP|No change
171202|Shimla|HIMACHAL PRADESH|HP|No change
171203|Shimla|HIMACHAL PRADESH|HP|No change
171204|Shimla|HIMACHAL PRADESH|HP|No change
171205|Shimla|HIMACHAL PRADESH|HP|No change
171206|Shimla|HIMACHAL PRADESH|HP|No change
171207|Shimla|HIMACHAL PRADESH|HP|No change
171208|Shimla|HIMACHAL PRADESH|HP|No change
171209|Shimla|HIMACHAL PRADESH|HP|No change
171210|Shimla|HIMACHAL PRADESH|HP|No change
171211|Shimla|HIMACHAL PRADESH|HP|No change
171212|Shimla|HIMACHAL PRADESH|HP|No change
171213|Shimla|HIMACHAL PRADESH|HP|No change
171214|Shimla|HIMACHAL PRADESH|HP|No change
171215|Shimla|HIMACHAL PRADESH|HP|No change
171216|Shimla|HIMACHAL PRADESH|HP|No change
171217|Shimla|HIMACHAL PRADESH|HP|No change
171218|Shimla|HIMACHAL PRADESH|HP|No change
171219|Shimla|HIMACHAL PRADESH|HP|No change
171220|Shimla|HIMACHAL PRADESH|HP|No change
171221|Shimla|HIMACHAL PRADESH|HP|No change
171222|Shimla|HIMACHAL PRADESH|HP|No change
171223|Shimla|HIMACHAL PRADESH|HP|No change
171224|Shimla|HIMACHAL PRADESH|HP|No change
171225|Shimla|HIMACHAL PRADESH|HP|No change
171301|Shimla|HIMACHAL PRADESH|HP|No change
172002|Kullu|HIMACHAL PRADESH|HP|No change
172021|Shimla|HIMACHAL PRADESH|HP|No change
172022|Shimla|HIMACHAL PRADESH|HP|No change
172023|Kullu|HIMACHAL PRADESH|HP|No change
172024|Shimla|HIMACHAL PRADESH|HP|No change
172025|Kullu|HIMACHAL PRADESH|HP|No change
172026|Kullu|HIMACHAL PRADESH|HP|No change
172027|Shimla|HIMACHAL PRADESH|HP|No change
172028|Shimla|HIMACHAL PRADESH|HP|No change
172029|Shimla|HIMACHAL PRADESH|HP|No change
172030|Shimla|HIMACHAL PRADESH|HP|No change
172031|Shimla|HIMACHAL PRADESH|HP|No change
172032|Kullu|HIMACHAL PRADESH|HP|No change
172033|Kullu|HIMACHAL PRADESH|HP|No change
172034|Shimla|HIMACHAL PRADESH|HP|No change
172102|Shimla|HIMACHAL PRADESH|HP|No change
172103|Kinnaur|HIMACHAL PRADESH|HP|No change
172104|Kinnaur|HIMACHAL PRADESH|HP|No change
172105|Kinnaur|HIMACHAL PRADESH|HP|No change
172106|Kinnaur|HIMACHAL PRADESH|HP|No change
172107|Kinnaur|HIMACHAL PRADESH|HP|No change
172108|Kinnaur|HIMACHAL PRADESH|HP|No change
172109|Kinnaur|HIMACHAL PRADESH|HP|No change
172110|Kinnaur|HIMACHAL PRADESH|HP|No change
172112|Kinnaur|HIMACHAL PRADESH|HP|No change
172113|LAHUL AND SPITI|HIMACHAL PRADESH|HP|No change
172114|LAHUL AND SPITI|HIMACHAL PRADESH|HP|No change
172115|Kinnaur|HIMACHAL PRADESH|HP|No change
172116|Kinnaur|HIMACHAL PRADESH|HP|No change
172117|LAHUL AND SPITI|HIMACHAL PRADESH|HP|No change
172118|Kinnaur|HIMACHAL PRADESH|HP|No change
173001|Sirmaur|HIMACHAL PRADESH|HP|No change
173021|Sirmaur|HIMACHAL PRADESH|HP|No change
173022|Sirmaur|HIMACHAL PRADESH|HP|No change
173023|Sirmaur|HIMACHAL PRADESH|HP|No change
173024|Sirmaur|HIMACHAL PRADESH|HP|No change
173025|Sirmaur|HIMACHAL PRADESH|HP|No change
173026|Sirmaur|HIMACHAL PRADESH|HP|No change
173027|Sirmaur|HIMACHAL PRADESH|HP|No change
173029|Sirmaur|HIMACHAL PRADESH|HP|No change
173030|Sirmaur|HIMACHAL PRADESH|HP|No change
173031|Sirmaur|HIMACHAL PRADESH|HP|No change
173032|Sirmaur|HIMACHAL PRADESH|HP|No change
173101|Sirmaur|HIMACHAL PRADESH|HP|No change
173104|Sirmaur|HIMACHAL PRADESH|HP|No change
173201|Solan|HIMACHAL PRADESH|HP|No change
173202|Solan|HIMACHAL PRADESH|HP|No change
173204|Solan|HIMACHAL PRADESH|HP|No change
173205|Solan|HIMACHAL PRADESH|HP|No change
173206|Solan|HIMACHAL PRADESH|HP|No change
173207|Solan|HIMACHAL PRADESH|HP|No change
173208|Solan|HIMACHAL PRADESH|HP|No change
173209|Solan|HIMACHAL PRADESH|HP|No change
173210|Solan|HIMACHAL PRADESH|HP|No change
173211|Solan|HIMACHAL PRADESH|HP|No change
173212|Solan|HIMACHAL PRADESH|HP|No change
173213|Solan|HIMACHAL PRADESH|HP|No change
173214|Solan|HIMACHAL PRADESH|HP|No change
173215|Solan|HIMACHAL PRADESH|HP|No change
173218|Solan|HIMACHAL PRADESH|HP|No change
173220|Solan|HIMACHAL PRADESH|HP|No change
173221|Solan|HIMACHAL PRADESH|HP|No change
173222|Solan|HIMACHAL PRADESH|HP|No change
173225|Solan|HIMACHAL PRADESH|HP|No change
173230|Solan|HIMACHAL PRADESH|HP|No change
173233|Solan|HIMACHAL PRADESH|HP|No change
173234|Solan|HIMACHAL PRADESH|HP|No change
173235|Solan|HIMACHAL PRADESH|HP|No change
173236|Solan|HIMACHAL PRADESH|HP|No change
174001|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174002|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174003|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174004|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174005|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174011|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174012|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174013|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174015|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174017|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174021|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174023|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174024|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174026|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174027|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174028|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174029|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174030|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174031|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174032|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174033|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174034|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174035|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174036|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174101|Solan|HIMACHAL PRADESH|HP|No change
174102|Solan|HIMACHAL PRADESH|HP|No change
174103|Solan|HIMACHAL PRADESH|HP|No change
174201|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174301|Una|HIMACHAL PRADESH|HP|No change
174302|Una|HIMACHAL PRADESH|HP|No change
174303|Una|HIMACHAL PRADESH|HP|No change
174304|Hamirpur(HP)|HIMACHAL PRADESH|HP|No change
174305|Hamirpur(HP)|HIMACHAL PRADESH|HP|No change
174306|Una|HIMACHAL PRADESH|HP|No change
174307|Una|HIMACHAL PRADESH|HP|No change
174308|Una|HIMACHAL PRADESH|HP|No change
174309|Hamirpur(HP)|HIMACHAL PRADESH|HP|No change
174310|Bilaspur Hp|HIMACHAL PRADESH|HP|No change
174311|Hamirpur(HP)|HIMACHAL PRADESH|HP|No change
174312|Hamirpur(HP)|HIMACHAL PRADESH|HP|No change
174314|Una|HIMACHAL PRADESH|HP|No change
174315|Una|HIMACHAL PRADESH|HP|No change
174316|Una|HIMACHAL PRADESH|HP|No change
174317|Una|HIMACHAL PRADESH|HP|No change
174319|Una|HIMACHAL PRADESH|HP|No change
174320|Una|HIMACHAL PRADESH|HP|No change
174321|Una|HIMACHAL PRADESH|HP|No change
174405|Hamirpur(HP)|HIMACHAL PRADESH|HP|No change
174503|Una|HIMACHAL PRADESH|HP|No change
174505|Hamirpur(HP)|HIMACHAL PRADESH|HP|No change
174507|Una|HIMACHAL PRADESH|HP|No change
175001|Mandi|HIMACHAL PRADESH|HP|No change
175002|Mandi|HIMACHAL PRADESH|HP|No change
175003|Mandi|HIMACHAL PRADESH|HP|No change
175004|Mandi|HIMACHAL PRADESH|HP|No change
175005|Mandi|HIMACHAL PRADESH|HP|No change
175006|Mandi|HIMACHAL PRADESH|HP|No change
175007|Mandi|HIMACHAL PRADESH|HP|No change
175008|Mandi|HIMACHAL PRADESH|HP|No change
175009|Mandi|HIMACHAL PRADESH|HP|No change
175010|Mandi|HIMACHAL PRADESH|HP|No change
175011|Mandi|HIMACHAL PRADESH|HP|No change
175012|Mandi|HIMACHAL PRADESH|HP|No change
175014|Mandi|HIMACHAL PRADESH|HP|No change
175015|Mandi|HIMACHAL PRADESH|HP|No change
175016|Mandi|HIMACHAL PRADESH|HP|No change
175017|Mandi|HIMACHAL PRADESH|HP|No change
175018|Mandi|HIMACHAL PRADESH|HP|No change
175019|Mandi|HIMACHAL PRADESH|HP|No change
175020|Mandi|HIMACHAL PRADESH|HP|No change
175021|Mandi|HIMACHAL PRADESH|HP|No change
175023|Mandi|HIMACHAL PRADESH|HP|No change
175024|Mandi|HIMACHAL PRADESH|HP|No change
175025|Mandi|HIMACHAL PRADESH|HP|No change
175026|Mandi|HIMACHAL PRADESH|HP|No change
175027|Mandi|HIMACHAL PRADESH|HP|No change
175028|Mandi|HIMACHAL PRADESH|HP|No change
175029|Mandi|HIMACHAL PRADESH|HP|No change
175030|Mandi|HIMACHAL PRADESH|HP|No change
175031|Mandi|HIMACHAL PRADESH|HP|No change
175032|Mandi|HIMACHAL PRADESH|HP|No change
175033|Mandi|HIMACHAL PRADESH|HP|No change
175034|Mandi|HIMACHAL PRADESH|HP|No change
175035|Mandi|HIMACHAL PRADESH|HP|No change
175036|Mandi|HIMACHAL PRADESH|HP|No change
175037|Mandi|HIMACHAL PRADESH|HP|No change
175038|Mandi|HIMACHAL PRADESH|HP|No change
175039|Mandi|HIMACHAL PRADESH|HP|No change
175040|Mandi|HIMACHAL PRADESH|HP|No change
175042|Mandi|HIMACHAL PRADESH|HP|No change
175045|Mandi|HIMACHAL PRADESH|HP|No change
175046|Mandi|HIMACHAL PRADESH|HP|No change
175047|Mandi|HIMACHAL PRADESH|HP|No change
175048|Mandi|HIMACHAL PRADESH|HP|No change
175049|Mandi|HIMACHAL PRADESH|HP|No change
175050|Mandi|HIMACHAL PRADESH|HP|No change
175051|Mandi|HIMACHAL PRADESH|HP|No change
175052|Mandi|HIMACHAL PRADESH|HP|No change
175075|Mandi|HIMACHAL PRADESH|HP|No change
175101|Kullu|HIMACHAL PRADESH|HP|No change
175102|Kullu|HIMACHAL PRADESH|HP|No change
175103|Kullu|HIMACHAL PRADESH|HP|No change
175104|Kullu|HIMACHAL PRADESH|HP|No change
175105|Kullu|HIMACHAL PRADESH|HP|No change
175124|Mandi|HIMACHAL PRADESH|HP|No change
175126|Kullu|HIMACHAL PRADESH|HP|No change
175128|Kullu|HIMACHAL PRADESH|HP|No change
175129|Kullu|HIMACHAL PRADESH|HP|No change
175130|Kullu|HIMACHAL PRADESH|HP|No change
175131|Kullu|HIMACHAL PRADESH|HP|No change
175132|LAHUL AND SPITI|HIMACHAL PRADESH|HP|No change
175133|LAHUL AND SPITI|HIMACHAL PRADESH|HP|No change
175134|Kullu|HIMACHAL PRADESH|HP|No change
175136|Kullu|HIMACHAL PRADESH|HP|No change
175138|Kullu|HIMACHAL PRADESH|HP|No change
175139|LAHUL AND SPITI|HIMACHAL PRADESH|HP|No change
175140|LAHUL AND SPITI|HIMACHAL PRADESH|HP|No change
