Pincode|New District|State Name|State|Remarks
233302|Ghazipur|UTTAR PRADESH|UP|No change
233303|Ghazipur|UTTAR PRADESH|UP|No change
233304|Ghazipur|UTTAR PRADESH|UP|No change
233305|Ghazipur|UTTAR PRADESH|UP|No change
233306|Ghazipur|UTTAR PRADESH|UP|No change
233307|Ghazipur|UTTAR PRADESH|UP|No change
233310|Ghazipur|UTTAR PRADESH|UP|No change
233311|Ghazipur|UTTAR PRADESH|UP|No change
241121|Hardoi|UTTAR PRADESH|UP|No change
241122|Hardoi|UTTAR PRADESH|UP|No change
241123|Hardoi|UTTAR PRADESH|UP|No change
241124|Hardoi|UTTAR PRADESH|UP|No change
241125|Hardoi|UTTAR PRADESH|UP|No change
241126|Hardoi|UTTAR PRADESH|UP|No change
241127|Hardoi|UTTAR PRADESH|UP|No change
241201|Hardoi|UTTAR PRADESH|UP|No change
241202|Hardoi|UTTAR PRADESH|UP|No change
241203|Hardoi|UTTAR PRADESH|UP|No change
241204|Hardoi|UTTAR PRADESH|UP|No change
241301|Hardoi|UTTAR PRADESH|UP|No change
241302|Hardoi|UTTAR PRADESH|UP|No change
241303|Hardoi|UTTAR PRADESH|UP|No change
241304|Hardoi|UTTAR PRADESH|UP|No change
241305|Hardoi|UTTAR PRADESH|UP|No change
241401|Hardoi|UTTAR PRADESH|UP|No change
241402|Hardoi|UTTAR PRADESH|UP|No change
241403|Hardoi|UTTAR PRADESH|UP|No change
241404|Hardoi|UTTAR PRADESH|UP|No change
241405|Hardoi|UTTAR PRADESH|UP|No change
241406|Hardoi|UTTAR PRADESH|UP|No change
241407|Hardoi|UTTAR PRADESH|UP|No change
242001|Shahjahanpur|UTTAR PRADESH|UP|No change
242021|Sambhal|UTTAR PRADESH|UP|No change
242042|Shahjahanpur|UTTAR PRADESH|UP|No change
242127|Shahjahanpur|UTTAR PRADESH|UP|No change
242220|Shahjahanpur|UTTAR PRADESH|UP|No change
242221|Shahjahanpur|UTTAR PRADESH|UP|No change
242223|Shahjahanpur|UTTAR PRADESH|UP|No change
242226|Shahjahanpur|UTTAR PRADESH|UP|No change
242301|Shahjahanpur|UTTAR PRADESH|UP|No change
242303|Shahjahanpur|UTTAR PRADESH|UP|No change
242305|Shahjahanpur|UTTAR PRADESH|UP|No change
242306|Shahjahanpur|UTTAR PRADESH|UP|No change
242307|Shahjahanpur|UTTAR PRADESH|UP|No change
242401|Shahjahanpur|UTTAR PRADESH|UP|No change
242405|Shahjahanpur|UTTAR PRADESH|UP|No change
242406|Shahjahanpur|UTTAR PRADESH|UP|No change
242407|Shahjahanpur|UTTAR PRADESH|UP|No change
243001|Bareilly|UTTAR PRADESH|UP|No change
243002|Bareilly|UTTAR PRADESH|UP|No change
243003|Bareilly|UTTAR PRADESH|UP|No change
243004|Bareilly|UTTAR PRADESH|UP|No change
243005|Bareilly|UTTAR PRADESH|UP|No change
243006|Bareilly|UTTAR PRADESH|UP|No change
243122|Bareilly|UTTAR PRADESH|UP|No change
243123|Bareilly|UTTAR PRADESH|UP|No change
243126|Bareilly|UTTAR PRADESH|UP|No change
243201|Bareilly|UTTAR PRADESH|UP|No change
243202|Bareilly|UTTAR PRADESH|UP|No change
243203|Bareilly|UTTAR PRADESH|UP|No change
243301|Bareilly|UTTAR PRADESH|UP|No change
243302|Bareilly|UTTAR PRADESH|UP|No change
243303|Bareilly|UTTAR PRADESH|UP|No change
243401|Bareilly|UTTAR PRADESH|UP|No change
243402|Bareilly|UTTAR PRADESH|UP|No change
243403|Bareilly|UTTAR PRADESH|UP|No change
243407|Bareilly|UTTAR PRADESH|UP|No change
243501|Bareilly|UTTAR PRADESH|UP|No change
243502|Bareilly|UTTAR PRADESH|UP|No change
243503|Bareilly|UTTAR PRADESH|UP|No change
243504|Bareilly|UTTAR PRADESH|UP|No change
243505|Bareilly|UTTAR PRADESH|UP|No change
243506|Bareilly|UTTAR PRADESH|UP|No change
243601|Budaun|UTTAR PRADESH|UP|No change
243630|Budaun|UTTAR PRADESH|UP|No change
243631|Budaun|UTTAR PRADESH|UP|No change
243632|Budaun|UTTAR PRADESH|UP|No change
243633|Budaun|UTTAR PRADESH|UP|No change
243634|Budaun|UTTAR PRADESH|UP|No change
243635|Budaun|UTTAR PRADESH|UP|No change
243636|Budaun|UTTAR PRADESH|UP|No change
243637|Budaun|UTTAR PRADESH|UP|No change
243639|Budaun|UTTAR PRADESH|UP|No change
243641|Budaun|UTTAR PRADESH|UP|No change
243720|Budaun|UTTAR PRADESH|UP|No change
243722|Sambhal|UTTAR PRADESH|UP|No change
243724|Budaun|UTTAR PRADESH|UP|No change
243725|Budaun|UTTAR PRADESH|UP|No change
243726|Budaun|UTTAR PRADESH|UP|No change
243727|Sambhal|UTTAR PRADESH|UP|No change
243751|Sambhal|UTTAR PRADESH|UP|No change
244001|Moradabad|UTTAR PRADESH|UP|No change
244103|Moradabad|UTTAR PRADESH|UP|No change
244104|Moradabad|UTTAR PRADESH|UP|No change
244105|Moradabad|UTTAR PRADESH|UP|No change
244221|Amroha|UTTAR PRADESH|UP|No change
244222|Amroha|UTTAR PRADESH|UP|No change
244223|Amroha|UTTAR PRADESH|UP|No change
244225|Amroha|UTTAR PRADESH|UP|No change
244231|Amroha|UTTAR PRADESH|UP|No change
244235|Amroha|UTTAR PRADESH|UP|No change
244236|Amroha|UTTAR PRADESH|UP|No change
244241|Amroha|UTTAR PRADESH|UP|No change
244242|Amroha|UTTAR PRADESH|UP|No change
244245|Amroha|UTTAR PRADESH|UP|No change
244251|Amroha|UTTAR PRADESH|UP|No change
244255|Amroha|UTTAR PRADESH|UP|No change
244301|Sambhal|UTTAR PRADESH|UP|No change
244302|Sambhal|UTTAR PRADESH|UP|No change
244303|Sambhal|UTTAR PRADESH|UP|No change
244304|Sambhal|UTTAR PRADESH|UP|No change
244401|Moradabad|UTTAR PRADESH|UP|No change
244402|Moradabad|UTTAR PRADESH|UP|No change
244410|Sambhal|UTTAR PRADESH|UP|No change
244412|Sambhal|UTTAR PRADESH|UP|No change
244413|Moradabad|UTTAR PRADESH|UP|No change
244414|Sambhal|UTTAR PRADESH|UP|No change
244415|Moradabad|UTTAR PRADESH|UP|No change
244504|Moradabad|UTTAR PRADESH|UP|No change
244601|Moradabad|UTTAR PRADESH|UP|No change
244602|Moradabad|UTTAR PRADESH|UP|No change
244712|Udam Singh Nagar|UTTARAKHAND|UA|No change
244717|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
244720|Udam Singh Nagar|UTTARAKHAND|UA|No change
244901|Rampur|UTTAR PRADESH|UP|No change
244921|Rampur|UTTAR PRADESH|UP|No change
244922|Rampur|UTTAR PRADESH|UP|No change
244925|Rampur|UTTAR PRADESH|UP|No change
244926|Rampur|UTTAR PRADESH|UP|No change
244927|Rampur|UTTAR PRADESH|UP|No change
244928|Rampur|UTTAR PRADESH|UP|No change
245101|HAPUR|UTTAR PRADESH|UP|No change
245201|Hapur|UTTAR PRADESH|UP|No change
245205|Hapur|UTTAR PRADESH|UP|No change
245206|Meerut|UTTAR PRADESH|UP|No change
245207|Hapur|UTTAR PRADESH|UP|No change
245208|Hapur|UTTAR PRADESH|UP|No change
245301|Hapur|UTTAR PRADESH|UP|No change
246001|Pauri Garhwal|UTTARAKHAND|UA|No change
246113|Pauri Garhwal|UTTARAKHAND|UA|No change
246121|Pauri Garhwal|UTTARAKHAND|UA|No change
246123|Pauri Garhwal|UTTARAKHAND|UA|No change
246124|Pauri Garhwal|UTTARAKHAND|UA|No change
246125|Pauri Garhwal|UTTARAKHAND|UA|No change
246127|Pauri Garhwal|UTTARAKHAND|UA|No change
246128|Pauri Garhwal|UTTARAKHAND|UA|No change
246129|Pauri Garhwal|UTTARAKHAND|UA|No change
246130|Pauri Garhwal|UTTARAKHAND|UA|No change
246131|Pauri Garhwal|UTTARAKHAND|UA|No change
246141|Rudraprayag|UTTARAKHAND|UA|No change
246142|Pauri Garhwal|UTTARAKHAND|UA|No change
246144|Pauri Garhwal|UTTARAKHAND|UA|No change
246146|Pauri Garhwal|UTTARAKHAND|UA|No change
246147|Pauri Garhwal|UTTARAKHAND|UA|No change
246148|Pauri Garhwal|UTTARAKHAND|UA|No change
246149|Pauri Garhwal|UTTARAKHAND|UA|No change
246150|Pauri Garhwal|UTTARAKHAND|UA|No change
246155|Pauri Garhwal|UTTARAKHAND|UA|No change
246159|Pauri Garhwal|UTTARAKHAND|UA|No change
246161|Pauri Garhwal|UTTARAKHAND|UA|No change
246162|Pauri Garhwal|UTTARAKHAND|UA|No change
246163|Pauri Garhwal|UTTARAKHAND|UA|No change
246164|Pauri Garhwal|UTTARAKHAND|UA|No change
246165|Pauri Garhwal|UTTARAKHAND|UA|No change
246166|Pauri Garhwal|UTTARAKHAND|UA|No change
246167|Pauri Garhwal|UTTARAKHAND|UA|No change
246169|Pauri Garhwal|UTTARAKHAND|UA|No change
246171|Rudraprayag|UTTARAKHAND|UA|No change
246172|Pauri Garhwal|UTTARAKHAND|UA|No change
246173|Pauri Garhwal|UTTARAKHAND|UA|No change
246174|Pauri Garhwal|UTTARAKHAND|UA|No change
246175|Pauri Garhwal|UTTARAKHAND|UA|No change
246176|Pauri Garhwal|UTTARAKHAND|UA|No change
246177|Pauri Garhwal|UTTARAKHAND|UA|No change
246178|Pauri Garhwal|UTTARAKHAND|UA|No change
246179|Pauri Garhwal|UTTARAKHAND|UA|No change
246193|Pauri Garhwal|UTTARAKHAND|UA|No change
246194|Pauri Garhwal|UTTARAKHAND|UA|No change
246275|Pauri Garhwal|UTTARAKHAND|UA|No change
246276|Pauri Garhwal|UTTARAKHAND|UA|No change
246277|Pauri Garhwal|UTTARAKHAND|UA|No change
246278|Pauri Garhwal|UTTARAKHAND|UA|No change
246279|Pauri Garhwal|UTTARAKHAND|UA|No change
246285|Pauri Garhwal|UTTARAKHAND|UA|No change
246401|Chamoli|UTTARAKHAND|UA|No change
246419|Rudraprayag|UTTARAKHAND|UA|No change
246421|Rudraprayag|UTTARAKHAND|UA|No change
246422|Chamoli|UTTARAKHAND|UA|No change
246424|Chamoli|UTTARAKHAND|UA|No change
246425|Rudraprayag|UTTARAKHAND|UA|No change
246426|Chamoli|UTTARAKHAND|UA|No change
246427|Chamoli|UTTARAKHAND|UA|No change
246428|Chamoli|UTTARAKHAND|UA|No change
246431|Chamoli|UTTARAKHAND|UA|No change
246435|Chamoli|UTTARAKHAND|UA|No change
246439|Rudraprayag|UTTARAKHAND|UA|No change
246440|Chamoli|UTTARAKHAND|UA|No change
246441|Chamoli|UTTARAKHAND|UA|No change
246443|Chamoli|UTTARAKHAND|UA|No change
246444|Chamoli|UTTARAKHAND|UA|No change
246445|Rudraprayag|UTTARAKHAND|UA|No change
246446|Chamoli|UTTARAKHAND|UA|No change
246448|Rudraprayag|UTTARAKHAND|UA|No change
246449|Chamoli|UTTARAKHAND|UA|No change
246453|Chamoli|UTTARAKHAND|UA|No change
246455|Chamoli|UTTARAKHAND|UA|No change
246469|Rudraprayag|UTTARAKHAND|UA|No change
246471|Rudraprayag|UTTARAKHAND|UA|No change
246472|Chamoli|UTTARAKHAND|UA|No change
246473|Chamoli|UTTARAKHAND|UA|No change
246474|Chamoli|UTTARAKHAND|UA|No change
246475|Rudraprayag|UTTARAKHAND|UA|No change
246481|Chamoli|UTTARAKHAND|UA|No change
246482|Chamoli|UTTARAKHAND|UA|No change
246483|Chamoli|UTTARAKHAND|UA|No change
246486|Chamoli|UTTARAKHAND|UA|No change
246487|Chamoli|UTTARAKHAND|UA|No change
246488|Chamoli|UTTARAKHAND|UA|No change
246495|Rudraprayag|UTTARAKHAND|UA|No change
246701|Bijnor|UTTAR PRADESH|UP|No change
246721|Bijnor|UTTAR PRADESH|UP|No change
246722|Bijnor|UTTAR PRADESH|UP|No change
246723|Bijnor|UTTAR PRADESH|UP|No change
246724|Bijnor|UTTAR PRADESH|UP|No change
246725|Bijnor|UTTAR PRADESH|UP|No change
246726|Bijnor|UTTAR PRADESH|UP|No change
246727|Bijnor|UTTAR PRADESH|UP|No change
246728|Bijnor|UTTAR PRADESH|UP|No change
246729|Bijnor|UTTAR PRADESH|UP|No change
246731|Bijnor|UTTAR PRADESH|UP|No change
246732|Bijnor|UTTAR PRADESH|UP|No change
246733|Bijnor|UTTAR PRADESH|UP|No change
246734|Bijnor|UTTAR PRADESH|UP|No change
246735|Bijnor|UTTAR PRADESH|UP|No change
246736|Bijnor|UTTAR PRADESH|UP|No change
246737|Bijnor|UTTAR PRADESH|UP|No change
246745|Bijnor|UTTAR PRADESH|UP|No change
246746|Bijnor|UTTAR PRADESH|UP|No change
246747|Bijnor|UTTAR PRADESH|UP|No change
246749|Bijnor|UTTAR PRADESH|UP|No change
246762|Bijnor|UTTAR PRADESH|UP|No change
246763|Bijnor|UTTAR PRADESH|UP|No change
246764|Bijnor|UTTAR PRADESH|UP|No change
247001|Saharanpur|UTTAR PRADESH|UP|No change
247002|Saharanpur|UTTAR PRADESH|UP|No change
247120|Saharanpur|UTTAR PRADESH|UP|No change
247121|Saharanpur|UTTAR PRADESH|UP|No change
247122|Saharanpur|UTTAR PRADESH|UP|No change
247129|Saharanpur|UTTAR PRADESH|UP|No change
247231|Saharanpur|UTTAR PRADESH|UP|No change
247232|Saharanpur|UTTAR PRADESH|UP|No change
247340|Saharanpur|UTTAR PRADESH|UP|No change
247341|Saharanpur|UTTAR PRADESH|UP|No change
247342|Saharanpur|UTTAR PRADESH|UP|No change
247343|Saharanpur|UTTAR PRADESH|UP|No change
247451|Saharanpur|UTTAR PRADESH|UP|No change
247452|Saharanpur|UTTAR PRADESH|UP|No change
247453|Saharanpur|UTTAR PRADESH|UP|No change
247551|Saharanpur|UTTAR PRADESH|UP|No change
247554|Saharanpur|UTTAR PRADESH|UP|No change
247656|Haridwar|UTTARAKHAND|UA|No change
247661|Haridwar|UTTARAKHAND|UA|No change
247663|Haridwar|UTTARAKHAND|UA|No change
247664|Haridwar|UTTARAKHAND|UA|No change
247665|Haridwar|UTTARAKHAND|UA|No change
247666|Haridwar|UTTARAKHAND|UA|No change
247667|Haridwar|UTTARAKHAND|UA|No change
247668|Haridwar|UTTARAKHAND|UA|No change
247669|Saharanpur|UTTAR PRADESH|UP|No change
247670|Haridwar|UTTARAKHAND|UA|No change
247671|Haridwar|UTTARAKHAND|UA|No change
247773|Shamli|UTTAR PRADESH|UP|No change
247774|Shamli|UTTAR PRADESH|UP|No change
247777|Shamli|UTTAR PRADESH|UP|No change
247778|Shamli|UTTAR PRADESH|UP|No change
248001|Dehradun|UTTARAKHAND|UA|No change
248002|Dehradun|UTTARAKHAND|UA|No change
248003|Dehradun|UTTARAKHAND|UA|No change
248005|Dehradun|UTTARAKHAND|UA|No change
248006|Dehradun|UTTARAKHAND|UA|No change
248007|Dehradun|UTTARAKHAND|UA|No change
248009|Dehradun|UTTARAKHAND|UA|No change
248011|Dehradun|UTTARAKHAND|UA|No change
248012|Dehradun|UTTARAKHAND|UA|No change
248013|Dehradun|UTTARAKHAND|UA|No change
248014|Dehradun|UTTARAKHAND|UA|No change
248015|Dehradun|UTTARAKHAND|UA|No change
248016|Dehradun|UTTARAKHAND|UA|No change
248018|Dehradun|UTTARAKHAND|UA|No change
248019|Dehradun|UTTARAKHAND|UA|No change
248121|Dehradun|UTTARAKHAND|UA|No change
248122|Dehradun|UTTARAKHAND|UA|No change
248123|Dehradun|UTTARAKHAND|UA|No change
248124|Dehradun|UTTARAKHAND|UA|No change
248125|Dehradun|UTTARAKHAND|UA|No change
248140|Dehradun|UTTARAKHAND|UA|No change
248142|Dehradun|UTTARAKHAND|UA|No change
248143|Dehradun|UTTARAKHAND|UA|No change
248145|Dehradun|UTTARAKHAND|UA|No change
248146|Dehradun|UTTARAKHAND|UA|No change
248159|Dehradun|UTTARAKHAND|UA|No change
248165|Dehradun|UTTARAKHAND|UA|No change
248171|Dehradun|UTTARAKHAND|UA|No change
248195|Dehradun|UTTARAKHAND|UA|No change
248196|Dehradun|UTTARAKHAND|UA|No change
248197|Dehradun|UTTARAKHAND|UA|No change
248198|Dehradun|UTTARAKHAND|UA|No change
248199|Dehradun|UTTARAKHAND|UA|No change
249001|Tehri Garhwal|UTTARAKHAND|UA|No change
249121|Tehri Garhwal|UTTARAKHAND|UA|No change
249122|Tehri Garhwal|UTTARAKHAND|UA|No change
249123|Tehri Garhwal|UTTARAKHAND|UA|No change
249124|Tehri Garhwal|UTTARAKHAND|UA|No change
249125|Tehri Garhwal|UTTARAKHAND|UA|No change
249126|Tehri Garhwal|UTTARAKHAND|UA|No change
249127|Tehri Garhwal|UTTARAKHAND|UA|No change
249128|Uttarkashi|UTTARAKHAND|UA|No change
249130|Tehri Garhwal|UTTARAKHAND|UA|No change
249131|Tehri Garhwal|UTTARAKHAND|UA|No change
249132|Tehri Garhwal|UTTARAKHAND|UA|No change
249135|Uttarkashi|UTTARAKHAND|UA|No change
249136|Uttarkashi|UTTARAKHAND|UA|No change
249137|Tehri Garhwal|UTTARAKHAND|UA|No change
249141|Uttarkashi|UTTARAKHAND|UA|No change
249145|Tehri Garhwal|UTTARAKHAND|UA|No change
249146|Tehri Garhwal|UTTARAKHAND|UA|No change
249151|Uttarkashi|UTTARAKHAND|UA|No change
249152|Uttarkashi|UTTARAKHAND|UA|No change
249155|Tehri Garhwal|UTTARAKHAND|UA|No change
249161|Tehri Garhwal|UTTARAKHAND|UA|No change
249171|Uttarkashi|UTTARAKHAND|UA|No change
249175|Tehri Garhwal|UTTARAKHAND|UA|No change
249180|Tehri Garhwal|UTTARAKHAND|UA|No change
249181|Tehri Garhwal|UTTARAKHAND|UA|No change
249185|Uttarkashi|UTTARAKHAND|UA|No change
249186|Tehri Garhwal|UTTARAKHAND|UA|No change
249192|Tehri Garhwal|UTTARAKHAND|UA|No change
249193|Uttarkashi|UTTARAKHAND|UA|No change
249194|Uttarkashi|UTTARAKHAND|UA|No change
249195|Uttarkashi|UTTARAKHAND|UA|No change
249199|Tehri Garhwal|UTTARAKHAND|UA|No change
249201|Dehradun|UTTARAKHAND|UA|No change
249202|Dehradun|UTTARAKHAND|UA|No change
249203|Dehradun|UTTARAKHAND|UA|No change
249204|Dehradun|UTTARAKHAND|UA|No change
249205|Dehradun|UTTARAKHAND|UA|No change
249302|Pauri Garhwal|UTTARAKHAND|UA|No change
249304|Pauri Garhwal|UTTARAKHAND|UA|No change
249306|Pauri Garhwal|UTTARAKHAND|UA|No change
249401|Haridwar|UTTARAKHAND|UA|No change
249402|Haridwar|UTTARAKHAND|UA|No change
249403|Haridwar|UTTARAKHAND|UA|No change
249404|Haridwar|UTTARAKHAND|UA|No change
249405|Haridwar|UTTARAKHAND|UA|No change
249407|Haridwar|UTTARAKHAND|UA|No change
249408|Haridwar|UTTARAKHAND|UA|No change
249410|Haridwar|UTTARAKHAND|UA|No change
249411|Haridwar|UTTARAKHAND|UA|No change
250001|Meerut|UTTAR PRADESH|UP|No change
250002|Meerut|UTTAR PRADESH|UP|No change
250003|Meerut|UTTAR PRADESH|UP|No change
250004|Meerut|UTTAR PRADESH|UP|No change
250005|Meerut|UTTAR PRADESH|UP|No change
250101|BAGHPAT|UTTAR PRADESH|UP|No change
250103|Meerut|UTTAR PRADESH|UP|No change
250104|Meerut|UTTAR PRADESH|UP|No change
250106|Meerut|UTTAR PRADESH|UP|No change
250110|Meerut|UTTAR PRADESH|UP|No change
250205|Meerut|UTTAR PRADESH|UP|No change
250221|Meerut|UTTAR PRADESH|UP|No change
250222|Meerut|UTTAR PRADESH|UP|No change
250223|Meerut|UTTAR PRADESH|UP|No change
250341|Meerut|UTTAR PRADESH|UP|No change
250342|Meerut|UTTAR PRADESH|UP|No change
250344|Meerut|UTTAR PRADESH|UP|No change
250345|BAGHPAT|UTTAR PRADESH|UP|No change
250401|Meerut|UTTAR PRADESH|UP|No change
250402|Meerut|UTTAR PRADESH|UP|No change
250404|Meerut|UTTAR PRADESH|UP|No change
250406|Meerut|UTTAR PRADESH|UP|No change
250501|Meerut|UTTAR PRADESH|UP|No change
250502|Meerut|UTTAR PRADESH|UP|No change
250601|BAGHPAT|UTTAR PRADESH|UP|No change
250606|BAGHPAT|UTTAR PRADESH|UP|No change
250609|BAGHPAT|UTTAR PRADESH|UP|No change
250615|BAGHPAT|UTTAR PRADESH|UP|No change
250617|BAGHPAT|UTTAR PRADESH|UP|No change
250619|BAGHPAT|UTTAR PRADESH|UP|No change
250620|BAGHPAT|UTTAR PRADESH|UP|No change
250621|BAGHPAT|UTTAR PRADESH|UP|No change
250622|BAGHPAT|UTTAR PRADESH|UP|No change
250623|BAGHPAT|UTTAR PRADESH|UP|No change
250625|BAGHPAT|UTTAR PRADESH|UP|No change
251001|Muzaffarnagar|UTTAR PRADESH|UP|No change
251002|Muzaffarnagar|UTTAR PRADESH|UP|No change
251003|Muzaffarnagar|UTTAR PRADESH|UP|No change
251201|Muzaffarnagar|UTTAR PRADESH|UP|No change
251202|Muzaffarnagar|UTTAR PRADESH|UP|No change
251203|Muzaffarnagar|UTTAR PRADESH|UP|No change
251305|Shamli|UTTAR PRADESH|UP|No change
251306|Muzaffarnagar|UTTAR PRADESH|UP|No change
251307|Muzaffarnagar|UTTAR PRADESH|UP|No change
251308|Muzaffarnagar|UTTAR PRADESH|UP|No change
251309|Muzaffarnagar|UTTAR PRADESH|UP|No change
251310|Muzaffarnagar|UTTAR PRADESH|UP|No change
251311|Muzaffarnagar|UTTAR PRADESH|UP|No change
251314|Muzaffarnagar|UTTAR PRADESH|UP|No change
251315|Muzaffarnagar|UTTAR PRADESH|UP|No change
251316|Muzaffarnagar|UTTAR PRADESH|UP|No change
251318|Muzaffarnagar|UTTAR PRADESH|UP|No change
251320|Muzaffarnagar|UTTAR PRADESH|UP|No change
251327|Muzaffarnagar|UTTAR PRADESH|UP|No change
261001|Sitapur|UTTAR PRADESH|UP|No change
261125|Sitapur|UTTAR PRADESH|UP|No change
261131|Sitapur|UTTAR PRADESH|UP|No change
261135|Sitapur|UTTAR PRADESH|UP|No change
261136|Sitapur|UTTAR PRADESH|UP|No change
261141|Sitapur|UTTAR PRADESH|UP|No change
261145|Sitapur|UTTAR PRADESH|UP|No change
261151|Sitapur|UTTAR PRADESH|UP|No change
261201|Sitapur|UTTAR PRADESH|UP|No change
261202|Sitapur|UTTAR PRADESH|UP|No change
261203|Sitapur|UTTAR PRADESH|UP|No change
261204|Sitapur|UTTAR PRADESH|UP|No change
261205|Sitapur|UTTAR PRADESH|UP|No change
261206|Sitapur|UTTAR PRADESH|UP|No change
261207|Sitapur|UTTAR PRADESH|UP|No change
261208|Sitapur|UTTAR PRADESH|UP|No change
261301|Sitapur|UTTAR PRADESH|UP|No change
261302|Sitapur|UTTAR PRADESH|UP|No change
261303|Sitapur|UTTAR PRADESH|UP|No change
261401|Sitapur|UTTAR PRADESH|UP|No change
261402|Sitapur|UTTAR PRADESH|UP|No change
261403|Sitapur|UTTAR PRADESH|UP|No change
261404|Sitapur|UTTAR PRADESH|UP|No change
261405|Sitapur|UTTAR PRADESH|UP|No change
261501|Kheri|UTTAR PRADESH|UP|No change
261502|Kheri|UTTAR PRADESH|UP|No change
261506|Kheri|UTTAR PRADESH|UP|No change
262001|Pilibhit|UTTAR PRADESH|UP|No change
262121|Pilibhit|UTTAR PRADESH|UP|No change
262122|Pilibhit|UTTAR PRADESH|UP|No change
262123|Pilibhit|UTTAR PRADESH|UP|No change
262124|Pilibhit|UTTAR PRADESH|UP|No change
262201|Pilibhit|UTTAR PRADESH|UP|No change
262202|Pilibhit|UTTAR PRADESH|UP|No change
262203|Pilibhit|UTTAR PRADESH|UP|No change
262302|Pilibhit|UTTAR PRADESH|UP|No change
262305|Pilibhit|UTTAR PRADESH|UP|No change
262308|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
262309|Champawat|UTTARAKHAND|UA|No change
262310|Champawat|UTTARAKHAND|UA|No change
262311|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
262401|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
262402|Nainital|UTTARAKHAND|UA|No change
262405|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
262406|Bareilly|UTTAR PRADESH|UP|No change
262501|Pithoragarh|UTTARAKHAND|UA|No change
262502|Pithoragarh|UTTARAKHAND|UA|No change
262520|Pithoragarh|UTTARAKHAND|UA|No change
262521|Pithoragarh|UTTARAKHAND|UA|No change
262522|Pithoragarh|UTTARAKHAND|UA|No change
262523|Champawat|UTTARAKHAND|UA|No change
262524|Champawat|UTTARAKHAND|UA|No change
262525|Champawat|UTTARAKHAND|UA|No change
262526|Pithoragarh|UTTARAKHAND|UA|No change
262527|Champawat|UTTARAKHAND|UA|No change
262528|Champawat|UTTARAKHAND|UA|No change
262530|Pithoragarh|UTTARAKHAND|UA|No change
262531|Pithoragarh|UTTARAKHAND|UA|No change
262532|Pithoragarh|UTTARAKHAND|UA|No change
262533|Pithoragarh|UTTARAKHAND|UA|No change
262534|Pithoragarh|UTTARAKHAND|UA|No change
262540|Pithoragarh|UTTARAKHAND|UA|No change
262541|Pithoragarh|UTTARAKHAND|UA|No change
262542|Pithoragarh|UTTARAKHAND|UA|No change
262543|Pithoragarh|UTTARAKHAND|UA|No change
262544|Pithoragarh|UTTARAKHAND|UA|No change
262545|Pithoragarh|UTTARAKHAND|UA|No change
262546|Pithoragarh|UTTARAKHAND|UA|No change
262547|Pithoragarh|UTTARAKHAND|UA|No change
262550|Pithoragarh|UTTARAKHAND|UA|No change
262551|Pithoragarh|UTTARAKHAND|UA|No change
262552|Pithoragarh|UTTARAKHAND|UA|No change
262553|Pithoragarh|UTTARAKHAND|UA|No change
262554|Pithoragarh|UTTARAKHAND|UA|No change
262555|Pithoragarh|UTTARAKHAND|UA|No change
262561|Champawat|UTTARAKHAND|UA|No change
262572|Pithoragarh|UTTARAKHAND|UA|No change
262576|Pithoragarh|UTTARAKHAND|UA|No change
262580|Champawat|UTTARAKHAND|UA|No change
262701|Kheri|UTTAR PRADESH|UP|No change
262702|Kheri|UTTAR PRADESH|UP|No change
262723|Kheri|UTTAR PRADESH|UP|No change
262724|Kheri|UTTAR PRADESH|UP|No change
262725|Kheri|UTTAR PRADESH|UP|No change
262726|Kheri|UTTAR PRADESH|UP|No change
262727|Kheri|UTTAR PRADESH|UP|No change
262801|Kheri|UTTAR PRADESH|UP|No change
262802|Kheri|UTTAR PRADESH|UP|No change
262803|Kheri|UTTAR PRADESH|UP|No change
262804|Kheri|UTTAR PRADESH|UP|No change
262805|Kheri|UTTAR PRADESH|UP|No change
262901|Kheri|UTTAR PRADESH|UP|No change
262902|Kheri|UTTAR PRADESH|UP|No change
262903|Kheri|UTTAR PRADESH|UP|No change
262905|Kheri|UTTAR PRADESH|UP|No change
262906|Kheri|UTTAR PRADESH|UP|No change
262908|Kheri|UTTAR PRADESH|UP|No change
263001|Nainital|UTTARAKHAND|UA|No change
263126|Nainital|UTTARAKHAND|UA|No change
263127|Nainital|UTTARAKHAND|UA|No change
263128|Nainital|UTTARAKHAND|UA|No change
263132|Nainital|UTTARAKHAND|UA|No change
263134|Nainital|UTTARAKHAND|UA|No change
263135|Nainital|UTTARAKHAND|UA|No change
263136|Nainital|UTTARAKHAND|UA|No change
263137|Nainital|UTTARAKHAND|UA|No change
263138|Nainital|UTTARAKHAND|UA|No change
263139|Nainital|UTTARAKHAND|UA|No change
263140|Nainital|UTTARAKHAND|UA|No change
263142|Nainital|UTTARAKHAND|UA|No change
263145|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
263148|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
263149|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
263150|UDAM SINGH NAGAR|UTTARAKHAND|UA|No change
